#Freq(Hz)	Mag(counts/strain)	Phase(rad)
575.4219	2.508967e+017	-1.9766
575.4375	2.508901e+017	-1.9766
575.4531	2.508834e+017	-1.9766
575.4688	2.508768e+017	-1.9766
575.4844	2.508701e+017	-1.9766
575.5	2.508635e+017	-1.9766
575.5156	2.508568e+017	-1.9767
575.5313	2.508502e+017	-1.9767
575.5469	2.508436e+017	-1.9767
575.5625	2.508369e+017	-1.9767
575.5781	2.508303e+017	-1.9767
575.5938	2.508236e+017	-1.9768
575.6094	2.508170e+017	-1.9768
575.625	2.508103e+017	-1.9768
575.6406	2.508037e+017	-1.9768
575.6563	2.507971e+017	-1.9768
575.6719	2.507904e+017	-1.9769
575.6875	2.507838e+017	-1.9769
575.7031	2.507771e+017	-1.9769
575.7188	2.507705e+017	-1.9769
575.7344	2.507638e+017	-1.9769
575.75	2.507572e+017	-1.977
575.7656	2.507506e+017	-1.977
575.7813	2.507439e+017	-1.977
575.7969	2.507373e+017	-1.977
575.8125	2.507307e+017	-1.977
575.8281	2.507240e+017	-1.9771
575.8438	2.507174e+017	-1.9771
575.8594	2.507107e+017	-1.9771
575.875	2.507041e+017	-1.9771
575.8906	2.506975e+017	-1.9771
575.9063	2.506908e+017	-1.9771
575.9219	2.506842e+017	-1.9772
575.9375	2.506776e+017	-1.9772
575.9531	2.506709e+017	-1.9772
575.9688	2.506643e+017	-1.9772
575.9844	2.506577e+017	-1.9772
576	2.506510e+017	-1.9773
576.0156	2.506444e+017	-1.9773
576.0313	2.506378e+017	-1.9773
576.0469	2.506311e+017	-1.9773
576.0625	2.506245e+017	-1.9773
576.0781	2.506179e+017	-1.9774
576.0938	2.506112e+017	-1.9774
576.1094	2.506046e+017	-1.9774
576.125	2.505980e+017	-1.9774
576.1406	2.505913e+017	-1.9774
576.1563	2.505847e+017	-1.9775
576.1719	2.505781e+017	-1.9775
576.1875	2.505714e+017	-1.9775
576.2031	2.505648e+017	-1.9775
576.2188	2.505582e+017	-1.9775
576.2344	2.505515e+017	-1.9776
576.25	2.505449e+017	-1.9776
576.2656	2.505383e+017	-1.9776
576.2813	2.505317e+017	-1.9776
576.2969	2.505250e+017	-1.9776
576.3125	2.505184e+017	-1.9776
576.3281	2.505118e+017	-1.9777
576.3438	2.505052e+017	-1.9777
576.3594	2.504985e+017	-1.9777
576.375	2.504919e+017	-1.9777
576.3906	2.504853e+017	-1.9777
576.4063	2.504786e+017	-1.9778
576.4219	2.504720e+017	-1.9778
576.4375	2.504654e+017	-1.9778
576.4531	2.504588e+017	-1.9778
576.4688	2.504521e+017	-1.9778
576.4844	2.504455e+017	-1.9779
576.5	2.504389e+017	-1.9779
576.5156	2.504323e+017	-1.9779
576.5313	2.504257e+017	-1.9779
576.5469	2.504190e+017	-1.9779
576.5625	2.504124e+017	-1.978
576.5781	2.504058e+017	-1.978
576.5938	2.503992e+017	-1.978
576.6094	2.503925e+017	-1.978
576.625	2.503859e+017	-1.978
576.6406	2.503793e+017	-1.978
576.6563	2.503727e+017	-1.9781
576.6719	2.503661e+017	-1.9781
576.6875	2.503595e+017	-1.9781
576.7031	2.503528e+017	-1.9781
576.7188	2.503462e+017	-1.9781
576.7344	2.503396e+017	-1.9782
576.75	2.503330e+017	-1.9782
576.7656	2.503264e+017	-1.9782
576.7813	2.503197e+017	-1.9782
576.7969	2.503131e+017	-1.9782
576.8125	2.503065e+017	-1.9783
576.8281	2.502999e+017	-1.9783
576.8438	2.502933e+017	-1.9783
576.8594	2.502867e+017	-1.9783
576.875	2.502800e+017	-1.9783
576.8906	2.502734e+017	-1.9784
576.9063	2.502668e+017	-1.9784
576.9219	2.502602e+017	-1.9784
576.9375	2.502536e+017	-1.9784
576.9531	2.502470e+017	-1.9784
576.9688	2.502404e+017	-1.9785
576.9844	2.502338e+017	-1.9785
577	2.502271e+017	-1.9785
577.0156	2.502205e+017	-1.9785
577.0313	2.502139e+017	-1.9785
577.0469	2.502073e+017	-1.9785
577.0625	2.502007e+017	-1.9786
577.0781	2.501941e+017	-1.9786
577.0938	2.501875e+017	-1.9786
577.1094	2.501809e+017	-1.9786
577.125	2.501743e+017	-1.9786
577.1406	2.501676e+017	-1.9787
577.1563	2.501610e+017	-1.9787
577.1719	2.501544e+017	-1.9787
577.1875	2.501478e+017	-1.9787
577.2031	2.501412e+017	-1.9787
577.2188	2.501346e+017	-1.9788
577.2344	2.501280e+017	-1.9788
577.25	2.501214e+017	-1.9788
577.2656	2.501148e+017	-1.9788
577.2813	2.501082e+017	-1.9788
577.2969	2.501016e+017	-1.9789
577.3125	2.500950e+017	-1.9789
577.3281	2.500884e+017	-1.9789
577.3438	2.500818e+017	-1.9789
577.3594	2.500752e+017	-1.9789
577.375	2.500686e+017	-1.9789
577.3906	2.500620e+017	-1.979
577.4063	2.500553e+017	-1.979
577.4219	2.500487e+017	-1.979
577.4375	2.500421e+017	-1.979
577.4531	2.500355e+017	-1.979
577.4688	2.500289e+017	-1.9791
577.4844	2.500223e+017	-1.9791
577.5	2.500157e+017	-1.9791
577.5156	2.500091e+017	-1.9791
577.5313	2.500025e+017	-1.9791
577.5469	2.499959e+017	-1.9792
577.5625	2.499893e+017	-1.9792
577.5781	2.499827e+017	-1.9792
577.5938	2.499761e+017	-1.9792
577.6094	2.499695e+017	-1.9792
577.625	2.499629e+017	-1.9793
577.6406	2.499563e+017	-1.9793
577.6563	2.499497e+017	-1.9793
577.6719	2.499431e+017	-1.9793
577.6875	2.499366e+017	-1.9793
577.7031	2.499300e+017	-1.9794
577.7188	2.499234e+017	-1.9794
577.7344	2.499168e+017	-1.9794
577.75	2.499102e+017	-1.9794
577.7656	2.499036e+017	-1.9794
577.7813	2.498970e+017	-1.9794
577.7969	2.498904e+017	-1.9795
577.8125	2.498838e+017	-1.9795
577.8281	2.498772e+017	-1.9795
577.8438	2.498706e+017	-1.9795
577.8594	2.498640e+017	-1.9795
577.875	2.498574e+017	-1.9796
577.8906	2.498508e+017	-1.9796
577.9063	2.498442e+017	-1.9796
577.9219	2.498376e+017	-1.9796
577.9375	2.498310e+017	-1.9796
577.9531	2.498245e+017	-1.9797
577.9688	2.498179e+017	-1.9797
577.9844	2.498113e+017	-1.9797
578	2.498047e+017	-1.9797
578.0156	2.497981e+017	-1.9797
578.0313	2.497915e+017	-1.9798
578.0469	2.497849e+017	-1.9798
578.0625	2.497783e+017	-1.9798
578.0781	2.497717e+017	-1.9798
578.0938	2.497652e+017	-1.9798
578.1094	2.497586e+017	-1.9798
578.125	2.497520e+017	-1.9799
578.1406	2.497454e+017	-1.9799
578.1563	2.497388e+017	-1.9799
578.1719	2.497322e+017	-1.9799
578.1875	2.497256e+017	-1.9799
578.2031	2.497190e+017	-1.98
578.2188	2.497125e+017	-1.98
578.2344	2.497059e+017	-1.98
578.25	2.496993e+017	-1.98
578.2656	2.496927e+017	-1.98
578.2813	2.496861e+017	-1.9801
578.2969	2.496795e+017	-1.9801
578.3125	2.496730e+017	-1.9801
578.3281	2.496664e+017	-1.9801
578.3438	2.496598e+017	-1.9801
578.3594	2.496532e+017	-1.9802
578.375	2.496466e+017	-1.9802
578.3906	2.496400e+017	-1.9802
578.4063	2.496335e+017	-1.9802
578.4219	2.496269e+017	-1.9802
578.4375	2.496203e+017	-1.9803
578.4531	2.496137e+017	-1.9803
578.4688	2.496071e+017	-1.9803
578.4844	2.496006e+017	-1.9803
578.5	2.495940e+017	-1.9803
578.5156	2.495874e+017	-1.9803
578.5313	2.495808e+017	-1.9804
578.5469	2.495743e+017	-1.9804
578.5625	2.495677e+017	-1.9804
578.5781	2.495611e+017	-1.9804
578.5938	2.495545e+017	-1.9804
578.6094	2.495479e+017	-1.9805
578.625	2.495414e+017	-1.9805
578.6406	2.495348e+017	-1.9805
578.6563	2.495282e+017	-1.9805
578.6719	2.495216e+017	-1.9805
578.6875	2.495151e+017	-1.9806
578.7031	2.495085e+017	-1.9806
578.7188	2.495019e+017	-1.9806
578.7344	2.494953e+017	-1.9806
578.75	2.494888e+017	-1.9806
578.7656	2.494822e+017	-1.9807
578.7813	2.494756e+017	-1.9807
578.7969	2.494691e+017	-1.9807
578.8125	2.494625e+017	-1.9807
578.8281	2.494559e+017	-1.9807
578.8438	2.494493e+017	-1.9807
578.8594	2.494428e+017	-1.9808
578.875	2.494362e+017	-1.9808
578.8906	2.494296e+017	-1.9808
578.9063	2.494231e+017	-1.9808
578.9219	2.494165e+017	-1.9808
578.9375	2.494099e+017	-1.9809
578.9531	2.494033e+017	-1.9809
578.9688	2.493968e+017	-1.9809
578.9844	2.493902e+017	-1.9809
579	2.493836e+017	-1.9809
579.0156	2.493771e+017	-1.981
579.0313	2.493705e+017	-1.981
579.0469	2.493639e+017	-1.981
579.0625	2.493574e+017	-1.981
579.0781	2.493508e+017	-1.981
579.0938	2.493442e+017	-1.9811
579.1094	2.493377e+017	-1.9811
579.125	2.493311e+017	-1.9811
579.1406	2.493245e+017	-1.9811
579.1563	2.493180e+017	-1.9811
579.1719	2.493114e+017	-1.9811
579.1875	2.493049e+017	-1.9812
579.2031	2.492983e+017	-1.9812
579.2188	2.492917e+017	-1.9812
579.2344	2.492852e+017	-1.9812
579.25	2.492786e+017	-1.9812
579.2656	2.492720e+017	-1.9813
579.2813	2.492655e+017	-1.9813
579.2969	2.492589e+017	-1.9813
579.3125	2.492524e+017	-1.9813
579.3281	2.492458e+017	-1.9813
579.3438	2.492392e+017	-1.9814
579.3594	2.492327e+017	-1.9814
579.375	2.492261e+017	-1.9814
579.3906	2.492196e+017	-1.9814
579.4063	2.492130e+017	-1.9814
579.4219	2.492064e+017	-1.9815
579.4375	2.491999e+017	-1.9815
579.4531	2.491933e+017	-1.9815
579.4688	2.491868e+017	-1.9815
579.4844	2.491802e+017	-1.9815
579.5	2.491736e+017	-1.9816
579.5156	2.491671e+017	-1.9816
579.5313	2.491605e+017	-1.9816
579.5469	2.491540e+017	-1.9816
579.5625	2.491474e+017	-1.9816
579.5781	2.491409e+017	-1.9816
579.5938	2.491343e+017	-1.9817
579.6094	2.491278e+017	-1.9817
579.625	2.491212e+017	-1.9817
579.6406	2.491146e+017	-1.9817
579.6563	2.491081e+017	-1.9817
579.6719	2.491015e+017	-1.9818
579.6875	2.490950e+017	-1.9818
579.7031	2.490884e+017	-1.9818
579.7188	2.490819e+017	-1.9818
579.7344	2.490753e+017	-1.9818
579.75	2.490688e+017	-1.9819
579.7656	2.490622e+017	-1.9819
579.7813	2.490557e+017	-1.9819
579.7969	2.490491e+017	-1.9819
579.8125	2.490426e+017	-1.9819
579.8281	2.490360e+017	-1.982
579.8438	2.490295e+017	-1.982
579.8594	2.490229e+017	-1.982
579.875	2.490164e+017	-1.982
579.8906	2.490098e+017	-1.982
579.9063	2.490033e+017	-1.982
579.9219	2.489967e+017	-1.9821
579.9375	2.489902e+017	-1.9821
579.9531	2.489836e+017	-1.9821
579.9688	2.489771e+017	-1.9821
579.9844	2.489705e+017	-1.9821
580	2.489640e+017	-1.9822
580.0156	2.489575e+017	-1.9822
580.0313	2.489509e+017	-1.9822
580.0469	2.489444e+017	-1.9822
580.0625	2.489378e+017	-1.9822
580.0781	2.489313e+017	-1.9823
580.0938	2.489247e+017	-1.9823
580.1094	2.489182e+017	-1.9823
580.125	2.489116e+017	-1.9823
580.1406	2.489051e+017	-1.9823
580.1563	2.488986e+017	-1.9824
580.1719	2.488920e+017	-1.9824
580.1875	2.488855e+017	-1.9824
580.2031	2.488789e+017	-1.9824
580.2188	2.488724e+017	-1.9824
580.2344	2.488658e+017	-1.9825
580.25	2.488593e+017	-1.9825
580.2656	2.488528e+017	-1.9825
580.2813	2.488462e+017	-1.9825
580.2969	2.488397e+017	-1.9825
580.3125	2.488331e+017	-1.9825
580.3281	2.488266e+017	-1.9826
580.3438	2.488201e+017	-1.9826
580.3594	2.488135e+017	-1.9826
580.375	2.488070e+017	-1.9826
580.3906	2.488005e+017	-1.9826
580.4063	2.487939e+017	-1.9827
580.4219	2.487874e+017	-1.9827
580.4375	2.487808e+017	-1.9827
580.4531	2.487743e+017	-1.9827
580.4688	2.487678e+017	-1.9827
580.4844	2.487612e+017	-1.9828
580.5	2.487547e+017	-1.9828
580.5156	2.487482e+017	-1.9828
580.5313	2.487416e+017	-1.9828
580.5469	2.487351e+017	-1.9828
580.5625	2.487286e+017	-1.9829
580.5781	2.487220e+017	-1.9829
580.5938	2.487155e+017	-1.9829
580.6094	2.487090e+017	-1.9829
580.625	2.487024e+017	-1.9829
580.6406	2.486959e+017	-1.9829
580.6563	2.486894e+017	-1.983
580.6719	2.486828e+017	-1.983
580.6875	2.486763e+017	-1.983
580.7031	2.486698e+017	-1.983
580.7188	2.486632e+017	-1.983
580.7344	2.486567e+017	-1.9831
580.75	2.486502e+017	-1.9831
580.7656	2.486437e+017	-1.9831
580.7813	2.486371e+017	-1.9831
580.7969	2.486306e+017	-1.9831
580.8125	2.486241e+017	-1.9832
580.8281	2.486175e+017	-1.9832
580.8438	2.486110e+017	-1.9832
580.8594	2.486045e+017	-1.9832
580.875	2.485980e+017	-1.9832
580.8906	2.485914e+017	-1.9833
580.9063	2.485849e+017	-1.9833
580.9219	2.485784e+017	-1.9833
580.9375	2.485719e+017	-1.9833
580.9531	2.485653e+017	-1.9833
580.9688	2.485588e+017	-1.9833
580.9844	2.485523e+017	-1.9834
581	2.485458e+017	-1.9834
581.0156	2.485392e+017	-1.9834
581.0313	2.485327e+017	-1.9834
581.0469	2.485262e+017	-1.9834
581.0625	2.485197e+017	-1.9835
581.0781	2.485131e+017	-1.9835
581.0938	2.485066e+017	-1.9835
581.1094	2.485001e+017	-1.9835
581.125	2.484936e+017	-1.9835
581.1406	2.484871e+017	-1.9836
581.1563	2.484805e+017	-1.9836
581.1719	2.484740e+017	-1.9836
581.1875	2.484675e+017	-1.9836
581.2031	2.484610e+017	-1.9836
581.2188	2.484544e+017	-1.9837
581.2344	2.484479e+017	-1.9837
581.25	2.484414e+017	-1.9837
581.2656	2.484349e+017	-1.9837
581.2813	2.484284e+017	-1.9837
581.2969	2.484219e+017	-1.9837
581.3125	2.484153e+017	-1.9838
581.3281	2.484088e+017	-1.9838
581.3438	2.484023e+017	-1.9838
581.3594	2.483958e+017	-1.9838
581.375	2.483893e+017	-1.9838
581.3906	2.483828e+017	-1.9839
581.4063	2.483762e+017	-1.9839
581.4219	2.483697e+017	-1.9839
581.4375	2.483632e+017	-1.9839
581.4531	2.483567e+017	-1.9839
581.4688	2.483502e+017	-1.984
581.4844	2.483437e+017	-1.984
581.5	2.483372e+017	-1.984
581.5156	2.483306e+017	-1.984
581.5313	2.483241e+017	-1.984
581.5469	2.483176e+017	-1.9841
581.5625	2.483111e+017	-1.9841
581.5781	2.483046e+017	-1.9841
581.5938	2.482981e+017	-1.9841
581.6094	2.482916e+017	-1.9841
581.625	2.482851e+017	-1.9842
581.6406	2.482785e+017	-1.9842
581.6563	2.482720e+017	-1.9842
581.6719	2.482655e+017	-1.9842
581.6875	2.482590e+017	-1.9842
581.7031	2.482525e+017	-1.9842
581.7188	2.482460e+017	-1.9843
581.7344	2.482395e+017	-1.9843
581.75	2.482330e+017	-1.9843
581.7656	2.482265e+017	-1.9843
581.7813	2.482200e+017	-1.9843
581.7969	2.482135e+017	-1.9844
581.8125	2.482070e+017	-1.9844
581.8281	2.482004e+017	-1.9844
581.8438	2.481939e+017	-1.9844
581.8594	2.481874e+017	-1.9844
581.875	2.481809e+017	-1.9845
581.8906	2.481744e+017	-1.9845
581.9063	2.481679e+017	-1.9845
581.9219	2.481614e+017	-1.9845
581.9375	2.481549e+017	-1.9845
581.9531	2.481484e+017	-1.9846
581.9688	2.481419e+017	-1.9846
581.9844	2.481354e+017	-1.9846
582	2.481289e+017	-1.9846
582.0156	2.481224e+017	-1.9846
582.0313	2.481159e+017	-1.9846
582.0469	2.481094e+017	-1.9847
582.0625	2.481029e+017	-1.9847
582.0781	2.480964e+017	-1.9847
582.0938	2.480899e+017	-1.9847
582.1094	2.480834e+017	-1.9847
582.125	2.480769e+017	-1.9848
582.1406	2.480704e+017	-1.9848
582.1563	2.480639e+017	-1.9848
582.1719	2.480574e+017	-1.9848
582.1875	2.480509e+017	-1.9848
582.2031	2.480444e+017	-1.9849
582.2188	2.480379e+017	-1.9849
582.2344	2.480314e+017	-1.9849
582.25	2.480249e+017	-1.9849
582.2656	2.480184e+017	-1.9849
582.2813	2.480119e+017	-1.985
582.2969	2.480054e+017	-1.985
582.3125	2.479989e+017	-1.985
582.3281	2.479924e+017	-1.985
582.3438	2.479859e+017	-1.985
582.3594	2.479794e+017	-1.985
582.375	2.479729e+017	-1.9851
582.3906	2.479664e+017	-1.9851
582.4063	2.479600e+017	-1.9851
582.4219	2.479535e+017	-1.9851
582.4375	2.479470e+017	-1.9851
582.4531	2.479405e+017	-1.9852
582.4688	2.479340e+017	-1.9852
582.4844	2.479275e+017	-1.9852
582.5	2.479210e+017	-1.9852
582.5156	2.479145e+017	-1.9852
582.5313	2.479080e+017	-1.9853
582.5469	2.479015e+017	-1.9853
582.5625	2.478950e+017	-1.9853
582.5781	2.478885e+017	-1.9853
582.5938	2.478820e+017	-1.9853
582.6094	2.478756e+017	-1.9854
582.625	2.478691e+017	-1.9854
582.6406	2.478626e+017	-1.9854
582.6563	2.478561e+017	-1.9854
582.6719	2.478496e+017	-1.9854
582.6875	2.478431e+017	-1.9854
582.7031	2.478366e+017	-1.9855
582.7188	2.478301e+017	-1.9855
582.7344	2.478237e+017	-1.9855
582.75	2.478172e+017	-1.9855
582.7656	2.478107e+017	-1.9855
582.7813	2.478042e+017	-1.9856
582.7969	2.477977e+017	-1.9856
582.8125	2.477912e+017	-1.9856
582.8281	2.477847e+017	-1.9856
582.8438	2.477783e+017	-1.9856
582.8594	2.477718e+017	-1.9857
582.875	2.477653e+017	-1.9857
582.8906	2.477588e+017	-1.9857
582.9063	2.477523e+017	-1.9857
582.9219	2.477458e+017	-1.9857
582.9375	2.477394e+017	-1.9858
582.9531	2.477329e+017	-1.9858
582.9688	2.477264e+017	-1.9858
582.9844	2.477199e+017	-1.9858
583	2.477134e+017	-1.9858
583.0156	2.477070e+017	-1.9858
583.0313	2.477005e+017	-1.9859
583.0469	2.476940e+017	-1.9859
583.0625	2.476875e+017	-1.9859
583.0781	2.476810e+017	-1.9859
583.0938	2.476746e+017	-1.9859
583.1094	2.476681e+017	-1.986
583.125	2.476616e+017	-1.986
583.1406	2.476551e+017	-1.986
583.1563	2.476486e+017	-1.986
583.1719	2.476422e+017	-1.986
583.1875	2.476357e+017	-1.9861
583.2031	2.476292e+017	-1.9861
583.2188	2.476227e+017	-1.9861
583.2344	2.476163e+017	-1.9861
583.25	2.476098e+017	-1.9861
583.2656	2.476033e+017	-1.9862
583.2813	2.475968e+017	-1.9862
583.2969	2.475904e+017	-1.9862
583.3125	2.475839e+017	-1.9862
583.3281	2.475774e+017	-1.9862
583.3438	2.475709e+017	-1.9862
583.3594	2.475645e+017	-1.9863
583.375	2.475580e+017	-1.9863
583.3906	2.475515e+017	-1.9863
583.4063	2.475450e+017	-1.9863
583.4219	2.475386e+017	-1.9863
583.4375	2.475321e+017	-1.9864
583.4531	2.475256e+017	-1.9864
583.4688	2.475192e+017	-1.9864
583.4844	2.475127e+017	-1.9864
583.5	2.475062e+017	-1.9864
583.5156	2.474997e+017	-1.9865
583.5313	2.474933e+017	-1.9865
583.5469	2.474868e+017	-1.9865
583.5625	2.474803e+017	-1.9865
583.5781	2.474739e+017	-1.9865
583.5938	2.474674e+017	-1.9866
583.6094	2.474609e+017	-1.9866
583.625	2.474545e+017	-1.9866
583.6406	2.474480e+017	-1.9866
583.6563	2.474415e+017	-1.9866
583.6719	2.474351e+017	-1.9867
583.6875	2.474286e+017	-1.9867
583.7031	2.474221e+017	-1.9867
583.7188	2.474157e+017	-1.9867
583.7344	2.474092e+017	-1.9867
583.75	2.474027e+017	-1.9867
583.7656	2.473963e+017	-1.9868
583.7813	2.473898e+017	-1.9868
583.7969	2.473833e+017	-1.9868
583.8125	2.473769e+017	-1.9868
583.8281	2.473704e+017	-1.9868
583.8438	2.473640e+017	-1.9869
583.8594	2.473575e+017	-1.9869
583.875	2.473510e+017	-1.9869
583.8906	2.473446e+017	-1.9869
583.9063	2.473381e+017	-1.9869
583.9219	2.473316e+017	-1.987
583.9375	2.473252e+017	-1.987
583.9531	2.473187e+017	-1.987
583.9688	2.473123e+017	-1.987
583.9844	2.473058e+017	-1.987
584	2.472993e+017	-1.9871
584.0156	2.472929e+017	-1.9871
584.0313	2.472864e+017	-1.9871
584.0469	2.472800e+017	-1.9871
584.0625	2.472735e+017	-1.9871
584.0781	2.472670e+017	-1.9871
584.0938	2.472606e+017	-1.9872
584.1094	2.472541e+017	-1.9872
584.125	2.472477e+017	-1.9872
