#Freq(Hz)	Mag(counts/strain)	Phase(rad)
1783.0938	8.204106e+016	3.019
1783.1094	8.204034e+016	3.019
1783.125	8.203963e+016	3.019
1783.1406	8.203891e+016	3.019
1783.1563	8.203819e+016	3.019
1783.1719	8.203747e+016	3.0189
1783.1875	8.203675e+016	3.0189
1783.2031	8.203604e+016	3.0189
1783.2188	8.203532e+016	3.0189
1783.2344	8.203460e+016	3.0189
1783.25	8.203388e+016	3.0189
1783.2656	8.203317e+016	3.0188
1783.2813	8.203245e+016	3.0188
1783.2969	8.203173e+016	3.0188
1783.3125	8.203101e+016	3.0188
1783.3281	8.203029e+016	3.0188
1783.3438	8.202958e+016	3.0188
1783.3594	8.202886e+016	3.0187
1783.375	8.202814e+016	3.0187
1783.3906	8.202742e+016	3.0187
1783.4063	8.202671e+016	3.0187
1783.4219	8.202599e+016	3.0187
1783.4375	8.202527e+016	3.0187
1783.4531	8.202455e+016	3.0187
1783.4688	8.202383e+016	3.0186
1783.4844	8.202312e+016	3.0186
1783.5	8.202240e+016	3.0186
1783.5156	8.202168e+016	3.0186
1783.5313	8.202096e+016	3.0186
1783.5469	8.202025e+016	3.0186
1783.5625	8.201953e+016	3.0185
1783.5781	8.201881e+016	3.0185
1783.5938	8.201809e+016	3.0185
1783.6094	8.201738e+016	3.0185
1783.625	8.201666e+016	3.0185
1783.6406	8.201594e+016	3.0185
1783.6563	8.201522e+016	3.0184
1783.6719	8.201451e+016	3.0184
1783.6875	8.201379e+016	3.0184
1783.7031	8.201307e+016	3.0184
1783.7188	8.201235e+016	3.0184
1783.7344	8.201164e+016	3.0184
1783.75	8.201092e+016	3.0183
1783.7656	8.201020e+016	3.0183
1783.7813	8.200948e+016	3.0183
1783.7969	8.200877e+016	3.0183
1783.8125	8.200805e+016	3.0183
1783.8281	8.200733e+016	3.0183
1783.8438	8.200662e+016	3.0183
1783.8594	8.200590e+016	3.0182
1783.875	8.200518e+016	3.0182
1783.8906	8.200446e+016	3.0182
1783.9063	8.200375e+016	3.0182
1783.9219	8.200303e+016	3.0182
1783.9375	8.200231e+016	3.0182
1783.9531	8.200159e+016	3.0181
1783.9688	8.200088e+016	3.0181
1783.9844	8.200016e+016	3.0181
1784	8.199944e+016	3.0181
1784.0156	8.199873e+016	3.0181
1784.0313	8.199801e+016	3.0181
1784.0469	8.199729e+016	3.018
1784.0625	8.199657e+016	3.018
1784.0781	8.199586e+016	3.018
1784.0938	8.199514e+016	3.018
1784.1094	8.199442e+016	3.018
1784.125	8.199371e+016	3.018
1784.1406	8.199299e+016	3.0179
1784.1563	8.199227e+016	3.0179
1784.1719	8.199155e+016	3.0179
1784.1875	8.199084e+016	3.0179
1784.2031	8.199012e+016	3.0179
1784.2188	8.198940e+016	3.0179
1784.2344	8.198869e+016	3.0179
1784.25	8.198797e+016	3.0178
1784.2656	8.198725e+016	3.0178
1784.2813	8.198653e+016	3.0178
1784.2969	8.198582e+016	3.0178
1784.3125	8.198510e+016	3.0178
1784.3281	8.198438e+016	3.0178
1784.3438	8.198367e+016	3.0177
1784.3594	8.198295e+016	3.0177
1784.375	8.198223e+016	3.0177
1784.3906	8.198152e+016	3.0177
1784.4063	8.198080e+016	3.0177
1784.4219	8.198008e+016	3.0177
1784.4375	8.197937e+016	3.0176
1784.4531	8.197865e+016	3.0176
1784.4688	8.197793e+016	3.0176
1784.4844	8.197721e+016	3.0176
1784.5	8.197650e+016	3.0176
1784.5156	8.197578e+016	3.0176
1784.5313	8.197506e+016	3.0175
1784.5469	8.197435e+016	3.0175
1784.5625	8.197363e+016	3.0175
1784.5781	8.197291e+016	3.0175
1784.5938	8.197220e+016	3.0175
1784.6094	8.197148e+016	3.0175
1784.625	8.197076e+016	3.0175
1784.6406	8.197005e+016	3.0174
1784.6563	8.196933e+016	3.0174
1784.6719	8.196861e+016	3.0174
1784.6875	8.196790e+016	3.0174
1784.7031	8.196718e+016	3.0174
1784.7188	8.196646e+016	3.0174
1784.7344	8.196575e+016	3.0173
1784.75	8.196503e+016	3.0173
1784.7656	8.196431e+016	3.0173
1784.7813	8.196360e+016	3.0173
1784.7969	8.196288e+016	3.0173
1784.8125	8.196216e+016	3.0173
1784.8281	8.196145e+016	3.0172
1784.8438	8.196073e+016	3.0172
1784.8594	8.196001e+016	3.0172
1784.875	8.195930e+016	3.0172
1784.8906	8.195858e+016	3.0172
1784.9063	8.195787e+016	3.0172
1784.9219	8.195715e+016	3.0171
1784.9375	8.195643e+016	3.0171
1784.9531	8.195572e+016	3.0171
1784.9688	8.195500e+016	3.0171
1784.9844	8.195428e+016	3.0171
1785	8.195357e+016	3.0171
1785.0156	8.195285e+016	3.0171
1785.0313	8.195213e+016	3.017
1785.0469	8.195142e+016	3.017
1785.0625	8.195070e+016	3.017
1785.0781	8.194998e+016	3.017
1785.0938	8.194927e+016	3.017
1785.1094	8.194855e+016	3.017
1785.125	8.194784e+016	3.0169
1785.1406	8.194712e+016	3.0169
1785.1563	8.194640e+016	3.0169
1785.1719	8.194569e+016	3.0169
1785.1875	8.194497e+016	3.0169
1785.2031	8.194425e+016	3.0169
1785.2188	8.194354e+016	3.0168
1785.2344	8.194282e+016	3.0168
1785.25	8.194211e+016	3.0168
1785.2656	8.194139e+016	3.0168
1785.2813	8.194067e+016	3.0168
1785.2969	8.193996e+016	3.0168
1785.3125	8.193924e+016	3.0167
1785.3281	8.193852e+016	3.0167
1785.3438	8.193781e+016	3.0167
1785.3594	8.193709e+016	3.0167
1785.375	8.193638e+016	3.0167
1785.3906	8.193566e+016	3.0167
1785.4063	8.193494e+016	3.0167
1785.4219	8.193423e+016	3.0166
1785.4375	8.193351e+016	3.0166
1785.4531	8.193280e+016	3.0166
1785.4688	8.193208e+016	3.0166
1785.4844	8.193136e+016	3.0166
1785.5	8.193065e+016	3.0166
1785.5156	8.192993e+016	3.0165
1785.5313	8.192922e+016	3.0165
1785.5469	8.192850e+016	3.0165
1785.5625	8.192778e+016	3.0165
1785.5781	8.192707e+016	3.0165
1785.5938	8.192635e+016	3.0165
1785.6094	8.192564e+016	3.0164
1785.625	8.192492e+016	3.0164
1785.6406	8.192420e+016	3.0164
1785.6563	8.192349e+016	3.0164
1785.6719	8.192277e+016	3.0164
1785.6875	8.192206e+016	3.0164
1785.7031	8.192134e+016	3.0163
1785.7188	8.192062e+016	3.0163
1785.7344	8.191991e+016	3.0163
1785.75	8.191919e+016	3.0163
1785.7656	8.191848e+016	3.0163
1785.7813	8.191776e+016	3.0163
1785.7969	8.191704e+016	3.0163
1785.8125	8.191633e+016	3.0162
1785.8281	8.191561e+016	3.0162
1785.8438	8.191490e+016	3.0162
1785.8594	8.191418e+016	3.0162
1785.875	8.191347e+016	3.0162
1785.8906	8.191275e+016	3.0162
1785.9063	8.191203e+016	3.0161
1785.9219	8.191132e+016	3.0161
1785.9375	8.191060e+016	3.0161
1785.9531	8.190989e+016	3.0161
1785.9688	8.190917e+016	3.0161
1785.9844	8.190846e+016	3.0161
1786	8.190774e+016	3.016
1786.0156	8.190703e+016	3.016
1786.0313	8.190631e+016	3.016
1786.0469	8.190559e+016	3.016
1786.0625	8.190488e+016	3.016
1786.0781	8.190416e+016	3.016
1786.0938	8.190345e+016	3.0159
1786.1094	8.190273e+016	3.0159
1786.125	8.190202e+016	3.0159
1786.1406	8.190130e+016	3.0159
1786.1563	8.190059e+016	3.0159
1786.1719	8.189987e+016	3.0159
1786.1875	8.189915e+016	3.0159
1786.2031	8.189844e+016	3.0158
1786.2188	8.189772e+016	3.0158
1786.2344	8.189701e+016	3.0158
1786.25	8.189629e+016	3.0158
1786.2656	8.189558e+016	3.0158
1786.2813	8.189486e+016	3.0158
1786.2969	8.189415e+016	3.0157
1786.3125	8.189343e+016	3.0157
1786.3281	8.189272e+016	3.0157
1786.3438	8.189200e+016	3.0157
1786.3594	8.189128e+016	3.0157
1786.375	8.189057e+016	3.0157
1786.3906	8.188985e+016	3.0156
1786.4063	8.188914e+016	3.0156
1786.4219	8.188842e+016	3.0156
1786.4375	8.188771e+016	3.0156
1786.4531	8.188699e+016	3.0156
1786.4688	8.188628e+016	3.0156
1786.4844	8.188556e+016	3.0155
1786.5	8.188485e+016	3.0155
1786.5156	8.188413e+016	3.0155
1786.5313	8.188342e+016	3.0155
1786.5469	8.188270e+016	3.0155
1786.5625	8.188199e+016	3.0155
1786.5781	8.188127e+016	3.0155
1786.5938	8.188056e+016	3.0154
1786.6094	8.187984e+016	3.0154
1786.625	8.187913e+016	3.0154
1786.6406	8.187841e+016	3.0154
1786.6563	8.187770e+016	3.0154
1786.6719	8.187698e+016	3.0154
1786.6875	8.187626e+016	3.0153
1786.7031	8.187555e+016	3.0153
1786.7188	8.187483e+016	3.0153
1786.7344	8.187412e+016	3.0153
1786.75	8.187340e+016	3.0153
1786.7656	8.187269e+016	3.0153
1786.7813	8.187197e+016	3.0152
1786.7969	8.187126e+016	3.0152
1786.8125	8.187054e+016	3.0152
1786.8281	8.186983e+016	3.0152
1786.8438	8.186911e+016	3.0152
1786.8594	8.186840e+016	3.0152
1786.875	8.186768e+016	3.0151
1786.8906	8.186697e+016	3.0151
1786.9063	8.186625e+016	3.0151
1786.9219	8.186554e+016	3.0151
1786.9375	8.186483e+016	3.0151
1786.9531	8.186411e+016	3.0151
1786.9688	8.186340e+016	3.0151
1786.9844	8.186268e+016	3.015
1787	8.186197e+016	3.015
1787.0156	8.186125e+016	3.015
1787.0313	8.186054e+016	3.015
1787.0469	8.185982e+016	3.015
1787.0625	8.185911e+016	3.015
1787.0781	8.185839e+016	3.0149
1787.0938	8.185768e+016	3.0149
1787.1094	8.185696e+016	3.0149
1787.125	8.185625e+016	3.0149
1787.1406	8.185553e+016	3.0149
1787.1563	8.185482e+016	3.0149
1787.1719	8.185410e+016	3.0148
1787.1875	8.185339e+016	3.0148
1787.2031	8.185267e+016	3.0148
1787.2188	8.185196e+016	3.0148
1787.2344	8.185124e+016	3.0148
1787.25	8.185053e+016	3.0148
1787.2656	8.184982e+016	3.0147
1787.2813	8.184910e+016	3.0147
1787.2969	8.184839e+016	3.0147
1787.3125	8.184767e+016	3.0147
1787.3281	8.184696e+016	3.0147
1787.3438	8.184624e+016	3.0147
1787.3594	8.184553e+016	3.0147
1787.375	8.184481e+016	3.0146
1787.3906	8.184410e+016	3.0146
1787.4063	8.184338e+016	3.0146
1787.4219	8.184267e+016	3.0146
1787.4375	8.184195e+016	3.0146
1787.4531	8.184124e+016	3.0146
1787.4688	8.184053e+016	3.0145
1787.4844	8.183981e+016	3.0145
1787.5	8.183910e+016	3.0145
1787.5156	8.183838e+016	3.0145
1787.5313	8.183767e+016	3.0145
1787.5469	8.183695e+016	3.0145
1787.5625	8.183624e+016	3.0144
1787.5781	8.183552e+016	3.0144
1787.5938	8.183481e+016	3.0144
1787.6094	8.183410e+016	3.0144
1787.625	8.183338e+016	3.0144
1787.6406	8.183267e+016	3.0144
1787.6563	8.183195e+016	3.0143
1787.6719	8.183124e+016	3.0143
1787.6875	8.183052e+016	3.0143
1787.7031	8.182981e+016	3.0143
1787.7188	8.182910e+016	3.0143
1787.7344	8.182838e+016	3.0143
1787.75	8.182767e+016	3.0143
1787.7656	8.182695e+016	3.0142
1787.7813	8.182624e+016	3.0142
1787.7969	8.182552e+016	3.0142
1787.8125	8.182481e+016	3.0142
1787.8281	8.182410e+016	3.0142
1787.8438	8.182338e+016	3.0142
1787.8594	8.182267e+016	3.0141
1787.875	8.182195e+016	3.0141
1787.8906	8.182124e+016	3.0141
1787.9063	8.182053e+016	3.0141
1787.9219	8.181981e+016	3.0141
1787.9375	8.181910e+016	3.0141
1787.9531	8.181838e+016	3.014
1787.9688	8.181767e+016	3.014
1787.9844	8.181695e+016	3.014
1788	8.181624e+016	3.014
1788.0156	8.181553e+016	3.014
1788.0313	8.181481e+016	3.014
1788.0469	8.181410e+016	3.0139
1788.0625	8.181338e+016	3.0139
1788.0781	8.181267e+016	3.0139
1788.0938	8.181196e+016	3.0139
1788.1094	8.181124e+016	3.0139
1788.125	8.181053e+016	3.0139
1788.1406	8.180981e+016	3.0139
1788.1563	8.180910e+016	3.0138
1788.1719	8.180839e+016	3.0138
1788.1875	8.180767e+016	3.0138
1788.2031	8.180696e+016	3.0138
1788.2188	8.180625e+016	3.0138
1788.2344	8.180553e+016	3.0138
1788.25	8.180482e+016	3.0137
1788.2656	8.180410e+016	3.0137
1788.2813	8.180339e+016	3.0137
1788.2969	8.180268e+016	3.0137
1788.3125	8.180196e+016	3.0137
1788.3281	8.180125e+016	3.0137
1788.3438	8.180053e+016	3.0136
1788.3594	8.179982e+016	3.0136
1788.375	8.179911e+016	3.0136
1788.3906	8.179839e+016	3.0136
1788.4063	8.179768e+016	3.0136
1788.4219	8.179697e+016	3.0136
1788.4375	8.179625e+016	3.0135
1788.4531	8.179554e+016	3.0135
1788.4688	8.179482e+016	3.0135
1788.4844	8.179411e+016	3.0135
1788.5	8.179340e+016	3.0135
1788.5156	8.179268e+016	3.0135
1788.5313	8.179197e+016	3.0135
1788.5469	8.179126e+016	3.0134
1788.5625	8.179054e+016	3.0134
1788.5781	8.178983e+016	3.0134
1788.5938	8.178912e+016	3.0134
1788.6094	8.178840e+016	3.0134
1788.625	8.178769e+016	3.0134
1788.6406	8.178698e+016	3.0133
1788.6563	8.178626e+016	3.0133
1788.6719	8.178555e+016	3.0133
1788.6875	8.178483e+016	3.0133
1788.7031	8.178412e+016	3.0133
1788.7188	8.178341e+016	3.0133
1788.7344	8.178269e+016	3.0132
1788.75	8.178198e+016	3.0132
1788.7656	8.178127e+016	3.0132
1788.7813	8.178055e+016	3.0132
1788.7969	8.177984e+016	3.0132
1788.8125	8.177913e+016	3.0132
1788.8281	8.177841e+016	3.0131
1788.8438	8.177770e+016	3.0131
1788.8594	8.177699e+016	3.0131
1788.875	8.177627e+016	3.0131
1788.8906	8.177556e+016	3.0131
1788.9063	8.177485e+016	3.0131
1788.9219	8.177413e+016	3.0131
1788.9375	8.177342e+016	3.013
1788.9531	8.177271e+016	3.013
1788.9688	8.177199e+016	3.013
1788.9844	8.177128e+016	3.013
1789	8.177057e+016	3.013
1789.0156	8.176985e+016	3.013
1789.0313	8.176914e+016	3.0129
1789.0469	8.176843e+016	3.0129
1789.0625	8.176771e+016	3.0129
1789.0781	8.176700e+016	3.0129
1789.0938	8.176629e+016	3.0129
1789.1094	8.176557e+016	3.0129
1789.125	8.176486e+016	3.0128
1789.1406	8.176415e+016	3.0128
1789.1563	8.176343e+016	3.0128
1789.1719	8.176272e+016	3.0128
1789.1875	8.176201e+016	3.0128
1789.2031	8.176130e+016	3.0128
1789.2188	8.176058e+016	3.0127
1789.2344	8.175987e+016	3.0127
1789.25	8.175916e+016	3.0127
1789.2656	8.175844e+016	3.0127
1789.2813	8.175773e+016	3.0127
1789.2969	8.175702e+016	3.0127
1789.3125	8.175630e+016	3.0127
1789.3281	8.175559e+016	3.0126
1789.3438	8.175488e+016	3.0126
1789.3594	8.175416e+016	3.0126
1789.375	8.175345e+016	3.0126
1789.3906	8.175274e+016	3.0126
1789.4063	8.175203e+016	3.0126
1789.4219	8.175131e+016	3.0125
1789.4375	8.175060e+016	3.0125
1789.4531	8.174989e+016	3.0125
1789.4688	8.174917e+016	3.0125
1789.4844	8.174846e+016	3.0125
1789.5	8.174775e+016	3.0125
1789.5156	8.174704e+016	3.0124
1789.5313	8.174632e+016	3.0124
1789.5469	8.174561e+016	3.0124
1789.5625	8.174490e+016	3.0124
1789.5781	8.174418e+016	3.0124
1789.5938	8.174347e+016	3.0124
1789.6094	8.174276e+016	3.0123
1789.625	8.174205e+016	3.0123
1789.6406	8.174133e+016	3.0123
1789.6563	8.174062e+016	3.0123
1789.6719	8.173991e+016	3.0123
1789.6875	8.173919e+016	3.0123
1789.7031	8.173848e+016	3.0123
1789.7188	8.173777e+016	3.0122
1789.7344	8.173706e+016	3.0122
1789.75	8.173634e+016	3.0122
1789.7656	8.173563e+016	3.0122
1789.7813	8.173492e+016	3.0122
1789.7969	8.173421e+016	3.0122
1789.8125	8.173349e+016	3.0121
1789.8281	8.173278e+016	3.0121
1789.8438	8.173207e+016	3.0121
1789.8594	8.173136e+016	3.0121
1789.875	8.173064e+016	3.0121
1789.8906	8.172993e+016	3.0121
1789.9063	8.172922e+016	3.012
1789.9219	8.172851e+016	3.012
1789.9375	8.172779e+016	3.012
1789.9531	8.172708e+016	3.012
1789.9688	8.172637e+016	3.012
1789.9844	8.172565e+016	3.012
1790	8.172494e+016	3.0119
1790.0156	8.172423e+016	3.0119
1790.0313	8.172352e+016	3.0119
1790.0469	8.172281e+016	3.0119
1790.0625	8.172209e+016	3.0119
1790.0781	8.172138e+016	3.0119
1790.0938	8.172067e+016	3.0119
1790.1094	8.171996e+016	3.0118
1790.125	8.171924e+016	3.0118
1790.1406	8.171853e+016	3.0118
1790.1563	8.171782e+016	3.0118
1790.1719	8.171711e+016	3.0118
1790.1875	8.171639e+016	3.0118
1790.2031	8.171568e+016	3.0117
1790.2188	8.171497e+016	3.0117
1790.2344	8.171426e+016	3.0117
1790.25	8.171354e+016	3.0117
1790.2656	8.171283e+016	3.0117
1790.2813	8.171212e+016	3.0117
1790.2969	8.171141e+016	3.0116
1790.3125	8.171070e+016	3.0116
1790.3281	8.170998e+016	3.0116
1790.3438	8.170927e+016	3.0116
1790.3594	8.170856e+016	3.0116
1790.375	8.170785e+016	3.0116
1790.3906	8.170713e+016	3.0115
1790.4063	8.170642e+016	3.0115
1790.4219	8.170571e+016	3.0115
1790.4375	8.170500e+016	3.0115
1790.4531	8.170429e+016	3.0115
1790.4688	8.170357e+016	3.0115
1790.4844	8.170286e+016	3.0115
1790.5	8.170215e+016	3.0114
1790.5156	8.170144e+016	3.0114
1790.5313	8.170073e+016	3.0114
1790.5469	8.170001e+016	3.0114
1790.5625	8.169930e+016	3.0114
1790.5781	8.169859e+016	3.0114
1790.5938	8.169788e+016	3.0113
1790.6094	8.169716e+016	3.0113
1790.625	8.169645e+016	3.0113
1790.6406	8.169574e+016	3.0113
1790.6563	8.169503e+016	3.0113
1790.6719	8.169432e+016	3.0113
1790.6875	8.169361e+016	3.0112
1790.7031	8.169289e+016	3.0112
1790.7188	8.169218e+016	3.0112
1790.7344	8.169147e+016	3.0112
1790.75	8.169076e+016	3.0112
1790.7656	8.169005e+016	3.0112
1790.7813	8.168933e+016	3.0111
1790.7969	8.168862e+016	3.0111
1790.8125	8.168791e+016	3.0111
1790.8281	8.168720e+016	3.0111
1790.8438	8.168649e+016	3.0111
1790.8594	8.168577e+016	3.0111
1790.875	8.168506e+016	3.0111
1790.8906	8.168435e+016	3.011
1790.9063	8.168364e+016	3.011
1790.9219	8.168293e+016	3.011
1790.9375	8.168222e+016	3.011
1790.9531	8.168150e+016	3.011
1790.9688	8.168079e+016	3.011
1790.9844	8.168008e+016	3.0109
1791	8.167937e+016	3.0109
1791.0156	8.167866e+016	3.0109
1791.0313	8.167795e+016	3.0109
1791.0469	8.167723e+016	3.0109
1791.0625	8.167652e+016	3.0109
1791.0781	8.167581e+016	3.0108
1791.0938	8.167510e+016	3.0108
1791.1094	8.167439e+016	3.0108
1791.125	8.167368e+016	3.0108
1791.1406	8.167296e+016	3.0108
1791.1563	8.167225e+016	3.0108
1791.1719	8.167154e+016	3.0107
1791.1875	8.167083e+016	3.0107
1791.2031	8.167012e+016	3.0107
1791.2188	8.166941e+016	3.0107
1791.2344	8.166869e+016	3.0107
1791.25	8.166798e+016	3.0107
1791.2656	8.166727e+016	3.0107
1791.2813	8.166656e+016	3.0106
1791.2969	8.166585e+016	3.0106
1791.3125	8.166514e+016	3.0106
1791.3281	8.166443e+016	3.0106
1791.3438	8.166371e+016	3.0106
1791.3594	8.166300e+016	3.0106
1791.375	8.166229e+016	3.0105
1791.3906	8.166158e+016	3.0105
1791.4063	8.166087e+016	3.0105
1791.4219	8.166016e+016	3.0105
1791.4375	8.165945e+016	3.0105
1791.4531	8.165873e+016	3.0105
1791.4688	8.165802e+016	3.0104
1791.4844	8.165731e+016	3.0104
1791.5	8.165660e+016	3.0104
1791.5156	8.165589e+016	3.0104
1791.5313	8.165518e+016	3.0104
1791.5469	8.165447e+016	3.0104
1791.5625	8.165376e+016	3.0103
1791.5781	8.165304e+016	3.0103
1791.5938	8.165233e+016	3.0103
1791.6094	8.165162e+016	3.0103
1791.625	8.165091e+016	3.0103
1791.6406	8.165020e+016	3.0103
1791.6563	8.164949e+016	3.0102
1791.6719	8.164878e+016	3.0102
1791.6875	8.164807e+016	3.0102
1791.7031	8.164735e+016	3.0102
1791.7188	8.164664e+016	3.0102
1791.7344	8.164593e+016	3.0102
1791.75	8.164522e+016	3.0102
1791.7656	8.164451e+016	3.0101
1791.7813	8.164380e+016	3.0101
1791.7969	8.164309e+016	3.0101
1791.8125	8.164238e+016	3.0101
1791.8281	8.164167e+016	3.0101
1791.8438	8.164095e+016	3.0101
1791.8594	8.164024e+016	3.01
1791.875	8.163953e+016	3.01
1791.8906	8.163882e+016	3.01
1791.9063	8.163811e+016	3.01
1791.9219	8.163740e+016	3.01
1791.9375	8.163669e+016	3.01
1791.9531	8.163598e+016	3.0099
1791.9688	8.163527e+016	3.0099
1791.9844	8.163456e+016	3.0099
1792	8.163384e+016	3.0099
1792.0156	8.163313e+016	3.0099
1792.0313	8.163242e+016	3.0099
1792.0469	8.163171e+016	3.0098
1792.0625	8.163100e+016	3.0098
1792.0781	8.163029e+016	3.0098
1792.0938	8.162958e+016	3.0098
1792.1094	8.162887e+016	3.0098
1792.125	8.162816e+016	3.0098
1792.1406	8.162745e+016	3.0098
1792.1563	8.162674e+016	3.0097
1792.1719	8.162603e+016	3.0097
1792.1875	8.162531e+016	3.0097
1792.2031	8.162460e+016	3.0097
1792.2188	8.162389e+016	3.0097
1792.2344	8.162318e+016	3.0097
1792.25	8.162247e+016	3.0096
1792.2656	8.162176e+016	3.0096
1792.2813	8.162105e+016	3.0096
1792.2969	8.162034e+016	3.0096
1792.3125	8.161963e+016	3.0096
1792.3281	8.161892e+016	3.0096
1792.3438	8.161821e+016	3.0095
1792.3594	8.161750e+016	3.0095
1792.375	8.161679e+016	3.0095
1792.3906	8.161608e+016	3.0095
1792.4063	8.161537e+016	3.0095
1792.4219	8.161465e+016	3.0095
1792.4375	8.161394e+016	3.0094
1792.4531	8.161323e+016	3.0094
1792.4688	8.161252e+016	3.0094
1792.4844	8.161181e+016	3.0094
1792.5	8.161110e+016	3.0094
1792.5156	8.161039e+016	3.0094
1792.5313	8.160968e+016	3.0094
1792.5469	8.160897e+016	3.0093
1792.5625	8.160826e+016	3.0093
1792.5781	8.160755e+016	3.0093
1792.5938	8.160684e+016	3.0093
1792.6094	8.160613e+016	3.0093
1792.625	8.160542e+016	3.0093
1792.6406	8.160471e+016	3.0092
1792.6563	8.160400e+016	3.0092
1792.6719	8.160329e+016	3.0092
1792.6875	8.160258e+016	3.0092
1792.7031	8.160187e+016	3.0092
1792.7188	8.160116e+016	3.0092
1792.7344	8.160045e+016	3.0091
1792.75	8.159973e+016	3.0091
1792.7656	8.159902e+016	3.0091
1792.7813	8.159831e+016	3.0091
1792.7969	8.159760e+016	3.0091
1792.8125	8.159689e+016	3.0091
1792.8281	8.159618e+016	3.009
1792.8438	8.159547e+016	3.009
1792.8594	8.159476e+016	3.009
1792.875	8.159405e+016	3.009
1792.8906	8.159334e+016	3.009
1792.9063	8.159263e+016	3.009
1792.9219	8.159192e+016	3.009
1792.9375	8.159121e+016	3.0089
1792.9531	8.159050e+016	3.0089
1792.9688	8.158979e+016	3.0089
1792.9844	8.158908e+016	3.0089
1793	8.158837e+016	3.0089
1793.0156	8.158766e+016	3.0089
1793.0313	8.158695e+016	3.0088
1793.0469	8.158624e+016	3.0088
1793.0625	8.158553e+016	3.0088
1793.0781	8.158482e+016	3.0088
1793.0938	8.158411e+016	3.0088
1793.1094	8.158340e+016	3.0088
1793.125	8.158269e+016	3.0087
1793.1406	8.158198e+016	3.0087
1793.1563	8.158127e+016	3.0087
1793.1719	8.158056e+016	3.0087
1793.1875	8.157985e+016	3.0087
1793.2031	8.157914e+016	3.0087
1793.2188	8.157843e+016	3.0086
1793.2344	8.157772e+016	3.0086
1793.25	8.157701e+016	3.0086
1793.2656	8.157630e+016	3.0086
1793.2813	8.157559e+016	3.0086
1793.2969	8.157488e+016	3.0086
1793.3125	8.157417e+016	3.0086
1793.3281	8.157346e+016	3.0085
1793.3438	8.157275e+016	3.0085
1793.3594	8.157204e+016	3.0085
1793.375	8.157133e+016	3.0085
1793.3906	8.157062e+016	3.0085
1793.4063	8.156991e+016	3.0085
1793.4219	8.156920e+016	3.0084
1793.4375	8.156849e+016	3.0084
1793.4531	8.156778e+016	3.0084
1793.4688	8.156707e+016	3.0084
1793.4844	8.156636e+016	3.0084
1793.5	8.156565e+016	3.0084
1793.5156	8.156494e+016	3.0083
1793.5313	8.156423e+016	3.0083
1793.5469	8.156352e+016	3.0083
1793.5625	8.156281e+016	3.0083
1793.5781	8.156210e+016	3.0083
1793.5938	8.156139e+016	3.0083
1793.6094	8.156068e+016	3.0082
1793.625	8.155998e+016	3.0082
1793.6406	8.155927e+016	3.0082
1793.6563	8.155856e+016	3.0082
1793.6719	8.155785e+016	3.0082
1793.6875	8.155714e+016	3.0082
1793.7031	8.155643e+016	3.0082
1793.7188	8.155572e+016	3.0081
1793.7344	8.155501e+016	3.0081
1793.75	8.155430e+016	3.0081
1793.7656	8.155359e+016	3.0081
1793.7813	8.155288e+016	3.0081
1793.7969	8.155217e+016	3.0081
1793.8125	8.155146e+016	3.008
1793.8281	8.155075e+016	3.008
1793.8438	8.155004e+016	3.008
1793.8594	8.154933e+016	3.008
1793.875	8.154862e+016	3.008
1793.8906	8.154791e+016	3.008
1793.9063	8.154720e+016	3.0079
1793.9219	8.154649e+016	3.0079
1793.9375	8.154578e+016	3.0079
1793.9531	8.154508e+016	3.0079
1793.9688	8.154437e+016	3.0079
1793.9844	8.154366e+016	3.0079
1794	8.154295e+016	3.0078
1794.0156	8.154224e+016	3.0078
1794.0313	8.154153e+016	3.0078
1794.0469	8.154082e+016	3.0078
1794.0625	8.154011e+016	3.0078
1794.0781	8.153940e+016	3.0078
1794.0938	8.153869e+016	3.0078
1794.1094	8.153798e+016	3.0077
1794.125	8.153727e+016	3.0077
1794.1406	8.153656e+016	3.0077
1794.1563	8.153585e+016	3.0077
1794.1719	8.153514e+016	3.0077
1794.1875	8.153444e+016	3.0077
1794.2031	8.153373e+016	3.0076
1794.2188	8.153302e+016	3.0076
1794.2344	8.153231e+016	3.0076
1794.25	8.153160e+016	3.0076
1794.2656	8.153089e+016	3.0076
1794.2813	8.153018e+016	3.0076
1794.2969	8.152947e+016	3.0075
1794.3125	8.152876e+016	3.0075
1794.3281	8.152805e+016	3.0075
1794.3438	8.152734e+016	3.0075
1794.3594	8.152664e+016	3.0075
1794.375	8.152593e+016	3.0075
1794.3906	8.152522e+016	3.0074
1794.4063	8.152451e+016	3.0074
1794.4219	8.152380e+016	3.0074
1794.4375	8.152309e+016	3.0074
1794.4531	8.152238e+016	3.0074
1794.4688	8.152167e+016	3.0074
1794.4844	8.152096e+016	3.0074
1794.5	8.152025e+016	3.0073
1794.5156	8.151954e+016	3.0073
1794.5313	8.151884e+016	3.0073
1794.5469	8.151813e+016	3.0073
1794.5625	8.151742e+016	3.0073
1794.5781	8.151671e+016	3.0073
1794.5938	8.151600e+016	3.0072
1794.6094	8.151529e+016	3.0072
1794.625	8.151458e+016	3.0072
1794.6406	8.151387e+016	3.0072
1794.6563	8.151316e+016	3.0072
1794.6719	8.151246e+016	3.0072
1794.6875	8.151175e+016	3.0071
1794.7031	8.151104e+016	3.0071
1794.7188	8.151033e+016	3.0071
