#Freq(Hz)	Mag(strain/ct)	Phase(rad)
1482.0469	1.2017e-017	2.9583
1482.0625	1.2017e-017	2.9583
1482.0781	1.2017e-017	2.9583
1482.0938	1.2017e-017	2.9583
1482.1094	1.2017e-017	2.9583
1482.125	1.2017e-017	2.9583
1482.1406	1.2017e-017	2.9583
1482.1563	1.2018e-017	2.9583
1482.1719	1.2018e-017	2.9583
1482.1875	1.2018e-017	2.9583
1482.2031	1.2018e-017	2.9583
1482.2188	1.2018e-017	2.9583
1482.2344	1.2018e-017	2.9584
1482.25	1.2018e-017	2.9584
1482.2656	1.2018e-017	2.9584
1482.2813	1.2018e-017	2.9584
1482.2969	1.2018e-017	2.9584
1482.3125	1.2018e-017	2.9584
1482.3281	1.2019e-017	2.9584
1482.3438	1.2019e-017	2.9584
1482.3594	1.2019e-017	2.9584
1482.375	1.2019e-017	2.9584
1482.3906	1.2019e-017	2.9584
1482.4063	1.2019e-017	2.9584
1482.4219	1.2019e-017	2.9585
1482.4375	1.2019e-017	2.9585
1482.4531	1.2019e-017	2.9585
1482.4688	1.2019e-017	2.9585
1482.4844	1.2019e-017	2.9585
1482.5	1.202e-017	2.9585
1482.5156	1.202e-017	2.9585
1482.5313	1.202e-017	2.9585
1482.5469	1.202e-017	2.9585
1482.5625	1.202e-017	2.9585
1482.5781	1.202e-017	2.9585
1482.5938	1.202e-017	2.9585
1482.6094	1.202e-017	2.9585
1482.625	1.202e-017	2.9586
1482.6406	1.202e-017	2.9586
1482.6563	1.2021e-017	2.9586
1482.6719	1.2021e-017	2.9586
1482.6875	1.2021e-017	2.9586
1482.7031	1.2021e-017	2.9586
1482.7188	1.2021e-017	2.9586
1482.7344	1.2021e-017	2.9586
1482.75	1.2021e-017	2.9586
1482.7656	1.2021e-017	2.9586
1482.7813	1.2021e-017	2.9586
1482.7969	1.2021e-017	2.9586
1482.8125	1.2021e-017	2.9587
1482.8281	1.2022e-017	2.9587
1482.8438	1.2022e-017	2.9587
1482.8594	1.2022e-017	2.9587
1482.875	1.2022e-017	2.9587
1482.8906	1.2022e-017	2.9587
1482.9063	1.2022e-017	2.9587
1482.9219	1.2022e-017	2.9587
1482.9375	1.2022e-017	2.9587
1482.9531	1.2022e-017	2.9587
1482.9688	1.2022e-017	2.9587
1482.9844	1.2022e-017	2.9587
1483	1.2023e-017	2.9588
1483.0156	1.2023e-017	2.9588
1483.0313	1.2023e-017	2.9588
1483.0469	1.2023e-017	2.9588
1483.0625	1.2023e-017	2.9588
1483.0781	1.2023e-017	2.9588
1483.0938	1.2023e-017	2.9588
1483.1094	1.2023e-017	2.9588
1483.125	1.2023e-017	2.9588
1483.1406	1.2023e-017	2.9588
1483.1563	1.2023e-017	2.9588
1483.1719	1.2024e-017	2.9588
1483.1875	1.2024e-017	2.9588
1483.2031	1.2024e-017	2.9589
1483.2188	1.2024e-017	2.9589
1483.2344	1.2024e-017	2.9589
1483.25	1.2024e-017	2.9589
1483.2656	1.2024e-017	2.9589
1483.2813	1.2024e-017	2.9589
1483.2969	1.2024e-017	2.9589
1483.3125	1.2024e-017	2.9589
1483.3281	1.2024e-017	2.9589
1483.3438	1.2025e-017	2.9589
1483.3594	1.2025e-017	2.9589
1483.375	1.2025e-017	2.9589
1483.3906	1.2025e-017	2.959
1483.4063	1.2025e-017	2.959
1483.4219	1.2025e-017	2.959
1483.4375	1.2025e-017	2.959
1483.4531	1.2025e-017	2.959
1483.4688	1.2025e-017	2.959
1483.4844	1.2025e-017	2.959
1483.5	1.2025e-017	2.959
1483.5156	1.2026e-017	2.959
1483.5313	1.2026e-017	2.959
1483.5469	1.2026e-017	2.959
1483.5625	1.2026e-017	2.959
1483.5781	1.2026e-017	2.959
1483.5938	1.2026e-017	2.9591
1483.6094	1.2026e-017	2.9591
1483.625	1.2026e-017	2.9591
1483.6406	1.2026e-017	2.9591
1483.6563	1.2026e-017	2.9591
1483.6719	1.2027e-017	2.9591
1483.6875	1.2027e-017	2.9591
1483.7031	1.2027e-017	2.9591
1483.7188	1.2027e-017	2.9591
1483.7344	1.2027e-017	2.9591
1483.75	1.2027e-017	2.9591
1483.7656	1.2027e-017	2.9591
1483.7813	1.2027e-017	2.9592
1483.7969	1.2027e-017	2.9592
1483.8125	1.2027e-017	2.9592
1483.8281	1.2027e-017	2.9592
1483.8438	1.2028e-017	2.9592
1483.8594	1.2028e-017	2.9592
1483.875	1.2028e-017	2.9592
1483.8906	1.2028e-017	2.9592
1483.9063	1.2028e-017	2.9592
1483.9219	1.2028e-017	2.9592
1483.9375	1.2028e-017	2.9592
1483.9531	1.2028e-017	2.9592
1483.9688	1.2028e-017	2.9593
1483.9844	1.2028e-017	2.9593
1484	1.2028e-017	2.9593
1484.0156	1.2029e-017	2.9593
1484.0313	1.2029e-017	2.9593
1484.0469	1.2029e-017	2.9593
1484.0625	1.2029e-017	2.9593
1484.0781	1.2029e-017	2.9593
1484.0938	1.2029e-017	2.9593
1484.1094	1.2029e-017	2.9593
1484.125	1.2029e-017	2.9593
1484.1406	1.2029e-017	2.9593
1484.1563	1.2029e-017	2.9593
1484.1719	1.2029e-017	2.9594
1484.1875	1.203e-017	2.9594
1484.2031	1.203e-017	2.9594
1484.2188	1.203e-017	2.9594
1484.2344	1.203e-017	2.9594
1484.25	1.203e-017	2.9594
1484.2656	1.203e-017	2.9594
1484.2813	1.203e-017	2.9594
1484.2969	1.203e-017	2.9594
1484.3125	1.203e-017	2.9594
1484.3281	1.203e-017	2.9594
1484.3438	1.203e-017	2.9594
1484.3594	1.2031e-017	2.9595
1484.375	1.2031e-017	2.9595
1484.3906	1.2031e-017	2.9595
1484.4063	1.2031e-017	2.9595
1484.4219	1.2031e-017	2.9595
1484.4375	1.2031e-017	2.9595
1484.4531	1.2031e-017	2.9595
1484.4688	1.2031e-017	2.9595
1484.4844	1.2031e-017	2.9595
1484.5	1.2031e-017	2.9595
1484.5156	1.2031e-017	2.9595
1484.5313	1.2032e-017	2.9595
1484.5469	1.2032e-017	2.9596
1484.5625	1.2032e-017	2.9596
1484.5781	1.2032e-017	2.9596
1484.5938	1.2032e-017	2.9596
1484.6094	1.2032e-017	2.9596
1484.625	1.2032e-017	2.9596
1484.6406	1.2032e-017	2.9596
1484.6563	1.2032e-017	2.9596
1484.6719	1.2032e-017	2.9596
1484.6875	1.2033e-017	2.9596
1484.7031	1.2033e-017	2.9596
1484.7188	1.2033e-017	2.9596
1484.7344	1.2033e-017	2.9596
1484.75	1.2033e-017	2.9597
1484.7656	1.2033e-017	2.9597
1484.7813	1.2033e-017	2.9597
1484.7969	1.2033e-017	2.9597
1484.8125	1.2033e-017	2.9597
1484.8281	1.2033e-017	2.9597
1484.8438	1.2033e-017	2.9597
1484.8594	1.2034e-017	2.9597
1484.875	1.2034e-017	2.9597
1484.8906	1.2034e-017	2.9597
1484.9063	1.2034e-017	2.9597
1484.9219	1.2034e-017	2.9597
1484.9375	1.2034e-017	2.9598
1484.9531	1.2034e-017	2.9598
1484.9688	1.2034e-017	2.9598
1484.9844	1.2034e-017	2.9598
1485	1.2034e-017	2.9598
1485.0156	1.2034e-017	2.9598
1485.0313	1.2035e-017	2.9598
1485.0469	1.2035e-017	2.9598
1485.0625	1.2035e-017	2.9598
1485.0781	1.2035e-017	2.9598
1485.0938	1.2035e-017	2.9598
1485.1094	1.2035e-017	2.9598
1485.125	1.2035e-017	2.9599
1485.1406	1.2035e-017	2.9599
1485.1563	1.2035e-017	2.9599
1485.1719	1.2035e-017	2.9599
1485.1875	1.2035e-017	2.9599
1485.2031	1.2036e-017	2.9599
1485.2188	1.2036e-017	2.9599
1485.2344	1.2036e-017	2.9599
1485.25	1.2036e-017	2.9599
1485.2656	1.2036e-017	2.9599
1485.2813	1.2036e-017	2.9599
1485.2969	1.2036e-017	2.9599
1485.3125	1.2036e-017	2.96
1485.3281	1.2036e-017	2.96
1485.3438	1.2036e-017	2.96
1485.3594	1.2036e-017	2.96
1485.375	1.2037e-017	2.96
1485.3906	1.2037e-017	2.96
1485.4063	1.2037e-017	2.96
1485.4219	1.2037e-017	2.96
1485.4375	1.2037e-017	2.96
1485.4531	1.2037e-017	2.96
1485.4688	1.2037e-017	2.96
1485.4844	1.2037e-017	2.96
1485.5	1.2037e-017	2.96
1485.5156	1.2037e-017	2.9601
1485.5313	1.2037e-017	2.9601
1485.5469	1.2038e-017	2.9601
1485.5625	1.2038e-017	2.9601
1485.5781	1.2038e-017	2.9601
1485.5938	1.2038e-017	2.9601
1485.6094	1.2038e-017	2.9601
1485.625	1.2038e-017	2.9601
1485.6406	1.2038e-017	2.9601
1485.6563	1.2038e-017	2.9601
1485.6719	1.2038e-017	2.9601
1485.6875	1.2038e-017	2.9601
1485.7031	1.2038e-017	2.9602
1485.7188	1.2039e-017	2.9602
1485.7344	1.2039e-017	2.9602
1485.75	1.2039e-017	2.9602
1485.7656	1.2039e-017	2.9602
1485.7813	1.2039e-017	2.9602
1485.7969	1.2039e-017	2.9602
1485.8125	1.2039e-017	2.9602
1485.8281	1.2039e-017	2.9602
1485.8438	1.2039e-017	2.9602
1485.8594	1.2039e-017	2.9602
1485.875	1.2039e-017	2.9602
1485.8906	1.204e-017	2.9603
1485.9063	1.204e-017	2.9603
1485.9219	1.204e-017	2.9603
1485.9375	1.204e-017	2.9603
1485.9531	1.204e-017	2.9603
1485.9688	1.204e-017	2.9603
1485.9844	1.204e-017	2.9603
1486	1.204e-017	2.9603
1486.0156	1.204e-017	2.9603
1486.0313	1.204e-017	2.9603
1486.0469	1.2041e-017	2.9603
1486.0625	1.2041e-017	2.9603
1486.0781	1.2041e-017	2.9603
1486.0938	1.2041e-017	2.9604
1486.1094	1.2041e-017	2.9604
1486.125	1.2041e-017	2.9604
1486.1406	1.2041e-017	2.9604
1486.1563	1.2041e-017	2.9604
1486.1719	1.2041e-017	2.9604
1486.1875	1.2041e-017	2.9604
1486.2031	1.2041e-017	2.9604
1486.2188	1.2042e-017	2.9604
1486.2344	1.2042e-017	2.9604
1486.25	1.2042e-017	2.9604
1486.2656	1.2042e-017	2.9604
1486.2813	1.2042e-017	2.9605
1486.2969	1.2042e-017	2.9605
1486.3125	1.2042e-017	2.9605
1486.3281	1.2042e-017	2.9605
1486.3438	1.2042e-017	2.9605
1486.3594	1.2042e-017	2.9605
1486.375	1.2042e-017	2.9605
1486.3906	1.2043e-017	2.9605
1486.4063	1.2043e-017	2.9605
1486.4219	1.2043e-017	2.9605
1486.4375	1.2043e-017	2.9605
1486.4531	1.2043e-017	2.9605
1486.4688	1.2043e-017	2.9606
1486.4844	1.2043e-017	2.9606
1486.5	1.2043e-017	2.9606
1486.5156	1.2043e-017	2.9606
1486.5313	1.2043e-017	2.9606
1486.5469	1.2043e-017	2.9606
1486.5625	1.2044e-017	2.9606
1486.5781	1.2044e-017	2.9606
1486.5938	1.2044e-017	2.9606
1486.6094	1.2044e-017	2.9606
1486.625	1.2044e-017	2.9606
1486.6406	1.2044e-017	2.9606
1486.6563	1.2044e-017	2.9606
1486.6719	1.2044e-017	2.9607
1486.6875	1.2044e-017	2.9607
1486.7031	1.2044e-017	2.9607
1486.7188	1.2044e-017	2.9607
1486.7344	1.2045e-017	2.9607
1486.75	1.2045e-017	2.9607
1486.7656	1.2045e-017	2.9607
1486.7813	1.2045e-017	2.9607
1486.7969	1.2045e-017	2.9607
1486.8125	1.2045e-017	2.9607
1486.8281	1.2045e-017	2.9607
1486.8438	1.2045e-017	2.9607
1486.8594	1.2045e-017	2.9608
1486.875	1.2045e-017	2.9608
1486.8906	1.2045e-017	2.9608
1486.9063	1.2046e-017	2.9608
1486.9219	1.2046e-017	2.9608
1486.9375	1.2046e-017	2.9608
1486.9531	1.2046e-017	2.9608
1486.9688	1.2046e-017	2.9608
1486.9844	1.2046e-017	2.9608
1487	1.2046e-017	2.9608
1487.0156	1.2046e-017	2.9608
1487.0313	1.2046e-017	2.9608
1487.0469	1.2046e-017	2.9609
1487.0625	1.2046e-017	2.9609
1487.0781	1.2047e-017	2.9609
1487.0938	1.2047e-017	2.9609
1487.1094	1.2047e-017	2.9609
1487.125	1.2047e-017	2.9609
1487.1406	1.2047e-017	2.9609
1487.1563	1.2047e-017	2.9609
1487.1719	1.2047e-017	2.9609
1487.1875	1.2047e-017	2.9609
1487.2031	1.2047e-017	2.9609
1487.2188	1.2047e-017	2.9609
1487.2344	1.2047e-017	2.961
1487.25	1.2048e-017	2.961
1487.2656	1.2048e-017	2.961
1487.2813	1.2048e-017	2.961
1487.2969	1.2048e-017	2.961
1487.3125	1.2048e-017	2.961
1487.3281	1.2048e-017	2.961
1487.3438	1.2048e-017	2.961
1487.3594	1.2048e-017	2.961
1487.375	1.2048e-017	2.961
1487.3906	1.2048e-017	2.961
1487.4063	1.2048e-017	2.961
1487.4219	1.2049e-017	2.961
1487.4375	1.2049e-017	2.9611
1487.4531	1.2049e-017	2.9611
1487.4688	1.2049e-017	2.9611
1487.4844	1.2049e-017	2.9611
1487.5	1.2049e-017	2.9611
1487.5156	1.2049e-017	2.9611
1487.5313	1.2049e-017	2.9611
1487.5469	1.2049e-017	2.9611
1487.5625	1.2049e-017	2.9611
1487.5781	1.2049e-017	2.9611
1487.5938	1.205e-017	2.9611
1487.6094	1.205e-017	2.9611
1487.625	1.205e-017	2.9612
1487.6406	1.205e-017	2.9612
1487.6563	1.205e-017	2.9612
1487.6719	1.205e-017	2.9612
1487.6875	1.205e-017	2.9612
1487.7031	1.205e-017	2.9612
1487.7188	1.205e-017	2.9612
1487.7344	1.205e-017	2.9612
1487.75	1.205e-017	2.9612
1487.7656	1.2051e-017	2.9612
1487.7813	1.2051e-017	2.9612
1487.7969	1.2051e-017	2.9612
1487.8125	1.2051e-017	2.9613
1487.8281	1.2051e-017	2.9613
1487.8438	1.2051e-017	2.9613
1487.8594	1.2051e-017	2.9613
1487.875	1.2051e-017	2.9613
1487.8906	1.2051e-017	2.9613
1487.9063	1.2051e-017	2.9613
1487.9219	1.2051e-017	2.9613
1487.9375	1.2052e-017	2.9613
1487.9531	1.2052e-017	2.9613
1487.9688	1.2052e-017	2.9613
1487.9844	1.2052e-017	2.9613
1488	1.2052e-017	2.9614
1488.0156	1.2052e-017	2.9614
1488.0313	1.2052e-017	2.9614
1488.0469	1.2052e-017	2.9614
1488.0625	1.2052e-017	2.9614
1488.0781	1.2052e-017	2.9614
1488.0938	1.2052e-017	2.9614
1488.1094	1.2053e-017	2.9614
1488.125	1.2053e-017	2.9614
1488.1406	1.2053e-017	2.9614
1488.1563	1.2053e-017	2.9614
1488.1719	1.2053e-017	2.9614
1488.1875	1.2053e-017	2.9614
1488.2031	1.2053e-017	2.9615
1488.2188	1.2053e-017	2.9615
1488.2344	1.2053e-017	2.9615
1488.25	1.2053e-017	2.9615
1488.2656	1.2053e-017	2.9615
1488.2813	1.2054e-017	2.9615
1488.2969	1.2054e-017	2.9615
1488.3125	1.2054e-017	2.9615
1488.3281	1.2054e-017	2.9615
1488.3438	1.2054e-017	2.9615
1488.3594	1.2054e-017	2.9615
1488.375	1.2054e-017	2.9615
1488.3906	1.2054e-017	2.9616
1488.4063	1.2054e-017	2.9616
1488.4219	1.2054e-017	2.9616
1488.4375	1.2054e-017	2.9616
1488.4531	1.2055e-017	2.9616
1488.4688	1.2055e-017	2.9616
1488.4844	1.2055e-017	2.9616
1488.5	1.2055e-017	2.9616
1488.5156	1.2055e-017	2.9616
1488.5313	1.2055e-017	2.9616
1488.5469	1.2055e-017	2.9616
1488.5625	1.2055e-017	2.9616
1488.5781	1.2055e-017	2.9617
1488.5938	1.2055e-017	2.9617
1488.6094	1.2055e-017	2.9617
1488.625	1.2056e-017	2.9617
1488.6406	1.2056e-017	2.9617
1488.6563	1.2056e-017	2.9617
1488.6719	1.2056e-017	2.9617
1488.6875	1.2056e-017	2.9617
1488.7031	1.2056e-017	2.9617
1488.7188	1.2056e-017	2.9617
1488.7344	1.2056e-017	2.9617
1488.75	1.2056e-017	2.9617
1488.7656	1.2056e-017	2.9618
1488.7813	1.2056e-017	2.9618
1488.7969	1.2057e-017	2.9618
1488.8125	1.2057e-017	2.9618
1488.8281	1.2057e-017	2.9618
1488.8438	1.2057e-017	2.9618
1488.8594	1.2057e-017	2.9618
1488.875	1.2057e-017	2.9618
1488.8906	1.2057e-017	2.9618
1488.9063	1.2057e-017	2.9618
1488.9219	1.2057e-017	2.9618
1488.9375	1.2057e-017	2.9618
1488.9531	1.2057e-017	2.9619
1488.9688	1.2058e-017	2.9619
1488.9844	1.2058e-017	2.9619
1489	1.2058e-017	2.9619
1489.0156	1.2058e-017	2.9619
1489.0313	1.2058e-017	2.9619
1489.0469	1.2058e-017	2.9619
1489.0625	1.2058e-017	2.9619
1489.0781	1.2058e-017	2.9619
1489.0938	1.2058e-017	2.9619
1489.1094	1.2058e-017	2.9619
1489.125	1.2058e-017	2.9619
1489.1406	1.2059e-017	2.9619
1489.1563	1.2059e-017	2.962
1489.1719	1.2059e-017	2.962
1489.1875	1.2059e-017	2.962
1489.2031	1.2059e-017	2.962
1489.2188	1.2059e-017	2.962
1489.2344	1.2059e-017	2.962
1489.25	1.2059e-017	2.962
1489.2656	1.2059e-017	2.962
1489.2813	1.2059e-017	2.962
1489.2969	1.2059e-017	2.962
1489.3125	1.206e-017	2.962
1489.3281	1.206e-017	2.962
1489.3438	1.206e-017	2.9621
1489.3594	1.206e-017	2.9621
1489.375	1.206e-017	2.9621
1489.3906	1.206e-017	2.9621
1489.4063	1.206e-017	2.9621
1489.4219	1.206e-017	2.9621
1489.4375	1.206e-017	2.9621
1489.4531	1.206e-017	2.9621
1489.4688	1.206e-017	2.9621
1489.4844	1.2061e-017	2.9621
1489.5	1.2061e-017	2.9621
1489.5156	1.2061e-017	2.9621
1489.5313	1.2061e-017	2.9622
1489.5469	1.2061e-017	2.9622
1489.5625	1.2061e-017	2.9622
1489.5781	1.2061e-017	2.9622
1489.5938	1.2061e-017	2.9622
1489.6094	1.2061e-017	2.9622
1489.625	1.2061e-017	2.9622
1489.6406	1.2061e-017	2.9622
1489.6563	1.2062e-017	2.9622
1489.6719	1.2062e-017	2.9622
1489.6875	1.2062e-017	2.9622
1489.7031	1.2062e-017	2.9622
1489.7188	1.2062e-017	2.9623
1489.7344	1.2062e-017	2.9623
1489.75	1.2062e-017	2.9623
1489.7656	1.2062e-017	2.9623
1489.7813	1.2062e-017	2.9623
1489.7969	1.2062e-017	2.9623
1489.8125	1.2062e-017	2.9623
1489.8281	1.2063e-017	2.9623
1489.8438	1.2063e-017	2.9623
1489.8594	1.2063e-017	2.9623
1489.875	1.2063e-017	2.9623
1489.8906	1.2063e-017	2.9623
1489.9063	1.2063e-017	2.9623
1489.9219	1.2063e-017	2.9624
1489.9375	1.2063e-017	2.9624
1489.9531	1.2063e-017	2.9624
1489.9688	1.2063e-017	2.9624
1489.9844	1.2063e-017	2.9624
1490	1.2064e-017	2.9624
1490.0156	1.2064e-017	2.9624
1490.0313	1.2064e-017	2.9624
1490.0469	1.2064e-017	2.9624
1490.0625	1.2064e-017	2.9624
1490.0781	1.2064e-017	2.9624
1490.0938	1.2064e-017	2.9624
1490.1094	1.2064e-017	2.9625
1490.125	1.2064e-017	2.9625
1490.1406	1.2064e-017	2.9625
1490.1563	1.2064e-017	2.9625
1490.1719	1.2065e-017	2.9625
1490.1875	1.2065e-017	2.9625
1490.2031	1.2065e-017	2.9625
1490.2188	1.2065e-017	2.9625
1490.2344	1.2065e-017	2.9625
1490.25	1.2065e-017	2.9625
1490.2656	1.2065e-017	2.9625
1490.2813	1.2065e-017	2.9625
1490.2969	1.2065e-017	2.9626
1490.3125	1.2065e-017	2.9626
1490.3281	1.2065e-017	2.9626
1490.3438	1.2066e-017	2.9626
1490.3594	1.2066e-017	2.9626
1490.375	1.2066e-017	2.9626
1490.3906	1.2066e-017	2.9626
1490.4063	1.2066e-017	2.9626
1490.4219	1.2066e-017	2.9626
1490.4375	1.2066e-017	2.9626
1490.4531	1.2066e-017	2.9626
1490.4688	1.2066e-017	2.9626
1490.4844	1.2066e-017	2.9627
1490.5	1.2066e-017	2.9627
1490.5156	1.2067e-017	2.9627
1490.5313	1.2067e-017	2.9627
1490.5469	1.2067e-017	2.9627
1490.5625	1.2067e-017	2.9627
1490.5781	1.2067e-017	2.9627
1490.5938	1.2067e-017	2.9627
1490.6094	1.2067e-017	2.9627
1490.625	1.2067e-017	2.9627
1490.6406	1.2067e-017	2.9627
1490.6563	1.2067e-017	2.9627
1490.6719	1.2067e-017	2.9628
1490.6875	1.2068e-017	2.9628
1490.7031	1.2068e-017	2.9628
1490.7188	1.2068e-017	2.9628
1490.7344	1.2068e-017	2.9628
1490.75	1.2068e-017	2.9628
1490.7656	1.2068e-017	2.9628
1490.7813	1.2068e-017	2.9628
1490.7969	1.2068e-017	2.9628
1490.8125	1.2068e-017	2.9628
1490.8281	1.2068e-017	2.9628
1490.8438	1.2068e-017	2.9628
1490.8594	1.2069e-017	2.9629
1490.875	1.2069e-017	2.9629
1490.8906	1.2069e-017	2.9629
1490.9063	1.2069e-017	2.9629
1490.9219	1.2069e-017	2.9629
1490.9375	1.2069e-017	2.9629
1490.9531	1.2069e-017	2.9629
1490.9688	1.2069e-017	2.9629
1490.9844	1.2069e-017	2.9629
1491	1.2069e-017	2.9629
1491.0156	1.2069e-017	2.9629
1491.0313	1.207e-017	2.9629
1491.0469	1.207e-017	2.9629
1491.0625	1.207e-017	2.963
1491.0781	1.207e-017	2.963
1491.0938	1.207e-017	2.963
1491.1094	1.207e-017	2.963
1491.125	1.207e-017	2.963
1491.1406	1.207e-017	2.963
1491.1563	1.207e-017	2.963
1491.1719	1.207e-017	2.963
1491.1875	1.207e-017	2.963
1491.2031	1.2071e-017	2.963
1491.2188	1.2071e-017	2.963
1491.2344	1.2071e-017	2.963
1491.25	1.2071e-017	2.9631
1491.2656	1.2071e-017	2.9631
1491.2813	1.2071e-017	2.9631
1491.2969	1.2071e-017	2.9631
1491.3125	1.2071e-017	2.9631
1491.3281	1.2071e-017	2.9631
1491.3438	1.2071e-017	2.9631
1491.3594	1.2071e-017	2.9631
1491.375	1.2072e-017	2.9631
1491.3906	1.2072e-017	2.9631
1491.4063	1.2072e-017	2.9631
1491.4219	1.2072e-017	2.9631
1491.4375	1.2072e-017	2.9632
1491.4531	1.2072e-017	2.9632
1491.4688	1.2072e-017	2.9632
1491.4844	1.2072e-017	2.9632
1491.5	1.2072e-017	2.9632
1491.5156	1.2072e-017	2.9632
1491.5313	1.2072e-017	2.9632
1491.5469	1.2073e-017	2.9632
1491.5625	1.2073e-017	2.9632
1491.5781	1.2073e-017	2.9632
1491.5938	1.2073e-017	2.9632
1491.6094	1.2073e-017	2.9632
1491.625	1.2073e-017	2.9633
1491.6406	1.2073e-017	2.9633
1491.6563	1.2073e-017	2.9633
1491.6719	1.2073e-017	2.9633
1491.6875	1.2073e-017	2.9633
1491.7031	1.2073e-017	2.9633
1491.7188	1.2074e-017	2.9633
1491.7344	1.2074e-017	2.9633
1491.75	1.2074e-017	2.9633
1491.7656	1.2074e-017	2.9633
1491.7813	1.2074e-017	2.9633
1491.7969	1.2074e-017	2.9633
1491.8125	1.2074e-017	2.9634
1491.8281	1.2074e-017	2.9634
1491.8438	1.2074e-017	2.9634
1491.8594	1.2074e-017	2.9634
1491.875	1.2074e-017	2.9634
1491.8906	1.2075e-017	2.9634
1491.9063	1.2075e-017	2.9634
1491.9219	1.2075e-017	2.9634
1491.9375	1.2075e-017	2.9634
1491.9531	1.2075e-017	2.9634
1491.9688	1.2075e-017	2.9634
1491.9844	1.2075e-017	2.9634
1492	1.2075e-017	2.9635
1492.0156	1.2075e-017	2.9635
1492.0313	1.2075e-017	2.9635
1492.0469	1.2075e-017	2.9635
1492.0625	1.2076e-017	2.9635
1492.0781	1.2076e-017	2.9635
1492.0938	1.2076e-017	2.9635
1492.1094	1.2076e-017	2.9635
1492.125	1.2076e-017	2.9635
1492.1406	1.2076e-017	2.9635
1492.1563	1.2076e-017	2.9635
1492.1719	1.2076e-017	2.9635
1492.1875	1.2076e-017	2.9635
1492.2031	1.2076e-017	2.9636
1492.2188	1.2076e-017	2.9636
1492.2344	1.2077e-017	2.9636
1492.25	1.2077e-017	2.9636
1492.2656	1.2077e-017	2.9636
1492.2813	1.2077e-017	2.9636
1492.2969	1.2077e-017	2.9636
1492.3125	1.2077e-017	2.9636
1492.3281	1.2077e-017	2.9636
1492.3438	1.2077e-017	2.9636
1492.3594	1.2077e-017	2.9636
1492.375	1.2077e-017	2.9636
1492.3906	1.2077e-017	2.9637
1492.4063	1.2078e-017	2.9637
1492.4219	1.2078e-017	2.9637
1492.4375	1.2078e-017	2.9637
1492.4531	1.2078e-017	2.9637
1492.4688	1.2078e-017	2.9637
1492.4844	1.2078e-017	2.9637
1492.5	1.2078e-017	2.9637
1492.5156	1.2078e-017	2.9637
1492.5313	1.2078e-017	2.9637
1492.5469	1.2078e-017	2.9637
1492.5625	1.2078e-017	2.9637
1492.5781	1.2078e-017	2.9638
1492.5938	1.2079e-017	2.9638
1492.6094	1.2079e-017	2.9638
1492.625	1.2079e-017	2.9638
1492.6406	1.2079e-017	2.9638
1492.6563	1.2079e-017	2.9638
1492.6719	1.2079e-017	2.9638
1492.6875	1.2079e-017	2.9638
1492.7031	1.2079e-017	2.9638
1492.7188	1.2079e-017	2.9638
1492.7344	1.2079e-017	2.9638
1492.75	1.2079e-017	2.9638
1492.7656	1.208e-017	2.9639
1492.7813	1.208e-017	2.9639
1492.7969	1.208e-017	2.9639
1492.8125	1.208e-017	2.9639
1492.8281	1.208e-017	2.9639
1492.8438	1.208e-017	2.9639
1492.8594	1.208e-017	2.9639
1492.875	1.208e-017	2.9639
1492.8906	1.208e-017	2.9639
1492.9063	1.208e-017	2.9639
1492.9219	1.208e-017	2.9639
1492.9375	1.2081e-017	2.9639
1492.9531	1.2081e-017	2.964
1492.9688	1.2081e-017	2.964
1492.9844	1.2081e-017	2.964
1493	1.2081e-017	2.964
1493.0156	1.2081e-017	2.964
1493.0313	1.2081e-017	2.964
1493.0469	1.2081e-017	2.964
1493.0625	1.2081e-017	2.964
1493.0781	1.2081e-017	2.964
1493.0938	1.2081e-017	2.964
1493.1094	1.2082e-017	2.964
1493.125	1.2082e-017	2.964
1493.1406	1.2082e-017	2.9641
1493.1563	1.2082e-017	2.9641
1493.1719	1.2082e-017	2.9641
1493.1875	1.2082e-017	2.9641
1493.2031	1.2082e-017	2.9641
1493.2188	1.2082e-017	2.9641
1493.2344	1.2082e-017	2.9641
1493.25	1.2082e-017	2.9641
1493.2656	1.2082e-017	2.9641
1493.2813	1.2083e-017	2.9641
1493.2969	1.2083e-017	2.9641
1493.3125	1.2083e-017	2.9641
1493.3281	1.2083e-017	2.9642
1493.3438	1.2083e-017	2.9642
1493.3594	1.2083e-017	2.9642
1493.375	1.2083e-017	2.9642
1493.3906	1.2083e-017	2.9642
1493.4063	1.2083e-017	2.9642
1493.4219	1.2083e-017	2.9642
1493.4375	1.2083e-017	2.9642
1493.4531	1.2084e-017	2.9642
1493.4688	1.2084e-017	2.9642
1493.4844	1.2084e-017	2.9642
1493.5	1.2084e-017	2.9642
1493.5156	1.2084e-017	2.9643
1493.5313	1.2084e-017	2.9643
1493.5469	1.2084e-017	2.9643
1493.5625	1.2084e-017	2.9643
1493.5781	1.2084e-017	2.9643
1493.5938	1.2084e-017	2.9643
1493.6094	1.2084e-017	2.9643
1493.625	1.2085e-017	2.9643
1493.6406	1.2085e-017	2.9643
1493.6563	1.2085e-017	2.9643
1493.6719	1.2085e-017	2.9643
1493.6875	1.2085e-017	2.9643
1493.7031	1.2085e-017	2.9643
1493.7188	1.2085e-017	2.9644
1493.7344	1.2085e-017	2.9644
