# This is the BNS population 
# Sources cataloged by Ravi Kumar
# file generated by Chad Hanna March 23 2006
#NAME	     #RA       #DEC	   #DIST   #LUM	 #FUDGE 	
NGC3972      +11:53.1  +55:36.0  17000.0   0.780  1.0
NGC3982      +11:53.9  +55:24.0  17000.0   0.938  1.0
NGC3990      +11:55.0  +55:44.0  17000.0   0.196  1.0
NGC3992      +11:55.0  +53:39.0  17000.0   3.105  1.0
NGC4010      +11:56.0  +47:32.0  17000.0   0.711  1.0
NGC4013      +11:56.0  +44:14.0  17000.0   1.028  1.0
NGC4026      +11:56.9  +51:14.0  17000.0   0.955  1.0
NGC4051      +12:00.6  +44:48.0  17000.0   1.959  1.0
NGC4085      +12:02.8  +50:38.0  17000.0   0.535  1.0
NGC4088      +12:03.0  +50:49.0  17000.0   2.399  1.0
NGC4100      +12:03.6  +49:52.0  17000.0   1.786  1.0
NGC4102      +12:03.8  +52:59.0  17000.0   0.631  1.0
NGC4111      +12:04.5  +43:21.0  17000.0   1.127  1.0
NGC4138      +12:07.0  +43:58.0  17000.0   0.540  1.0
NGC4143      +12:07.1  +42:49.0  17000.0   0.649  1.0
NGC4157      +12:08.6  +50:46.0  17000.0   1.786  1.0
NGC4183      +12:10.8  +43:58.0  17000.0   0.540  1.0
NGC4217      +12:13.3  +47:22.0  17000.0   1.355  1.0
NGC4220      +12:13.7  +48:10.0  17000.0   0.592  1.0
NGC4293      +12:18.7  +18:40.0  17000.0   1.614  1.0
NGC4346      +12:21.0  +47:16.0  17000.0   0.592  1.0
NGC4389      +12:23.1  +45:58.0  17000.0   0.492  1.0
NGC4597      +12:37.5  -05:32.0  17000.0   0.711  1.0
NGC4636      +12:40.3  +02:58.0  17000.0   2.911  1.0
UGC11782     +21:35.7  +08:45.0  17000.0   0.149  1.0
UGC6399      +11:20.6  +51:11.0  17000.0   0.196  1.0
UGC6446      +11:23.8  +54:01.0  17000.0   0.373  1.0
UGC6628      +11:37.4  +46:12.0  17000.0   0.310  1.0
UGC6667      +11:39.7  +51:53.0  17000.0   0.196  1.0
UGC6713      +11:41.8  +49:07.0  17000.0   0.103  1.0
UGC6816      +11:48.1  +56:44.0  17000.0   0.101  1.0
UGC6818      +11:48.2  +46:05.0  17000.0   0.124  1.0
UGC6840      +11:49.5  +52:23.0  17000.0   0.090  1.0
UGC6917      +11:53.9  +50:42.0  17000.0   0.449  1.0
UGC6923      +11:54.2  +53:27.0  17000.0   0.163  1.0
UGC6930      +11:54.7  +49:33.0  17000.0   0.373  1.0
UGC6962      +11:56.0  +43:01.0  17000.0   0.353  1.0
UGC6973      +11:56.3  +43:00.0  17000.0   0.437  1.0
UGC6983      +11:56.6  +52:59.0  17000.0   0.340  1.0
UGC7089      +12:03.4  +43:25.0  17000.0   0.258  1.0
UGC7218      +12:10.4  +52:33.0  17000.0   0.078  1.0
UGCA95       +04:47.2  -29:17.0  17000.0   0.278  1.0
PGC000482    +00:06.4  -41:30.4  17013.9   0.070  1.0
PGC037007    +11:50.6  -12:28.0  17013.9   0.090  1.0
PGC043072    +12:46.2  +10:12.3  17027.8   0.027  1.0
UGC06805     +11:50.2  +42:04.5  17027.8   0.062  1.0
NGC3922      +11:51.2  +50:09.4  17041.7   0.169  1.0
PGC1191416   +12:54.6  +01:19.5  17055.6   0.006  1.0
ESO302-001   +03:42.4  -41:08.6  17069.4   0.052  1.0
ESO356-018   +02:55.2  -36:17.9  17069.4   0.128  1.0
PGC1132226   +02:21.2  -00:53.2  17069.4   0.004  1.0
PGC1056625   +12:13.0  -04:33.2  17083.3   0.023  1.0
IC3530       +12:34.8  +17:48.8  17097.2   0.062  1.0
NGC1084      +02:43.5  -07:47.0  17100.0   1.977  1.0
NGC1371      +03:32.8  -25:05.0  17100.0   1.213  1.0
NGC1461      +03:46.2  -16:33.0  17100.0   0.394  1.0
NGC2442      +07:36.6  -69:25.0  17100.0   2.858  1.0
NGC254       +00:45.0  -31:42.0  17100.0   0.394  1.0
NGC4688      +12:45.3  +04:36.0  17100.0   0.313  1.0
UGC3912      +07:31.6  +04:39.0  17100.0   0.238  1.0
PGC764267    +01:48.6  -26:45.2  17111.1   0.005  1.0
ESO059-011   +07:38.2  -69:28.5  17138.9   0.421  1.0
PGC034537    +11:18.1  +18:47.9  17138.9   0.018  1.0
ESO084-013   +04:20.5  -62:52.2  17166.7   0.018  1.0
PGC043211    +12:47.9  +10:58.5  17166.7   0.001  1.0
ESO570-019   +11:20.2  -21:28.2  17180.6   0.149  1.0
PGC1017261   +02:42.8  -07:32.5  17194.4   0.005  1.0
PGC755691    +03:28.9  -27:23.3  17194.4   0.014  1.0
NGC2146      +06:10.7  +78:22.0  17200.0   1.941  1.0
NGC4037      +11:58.8  +13:40.0  17200.0   0.506  1.0
UGC6670      +11:39.8  +18:36.0  17200.0   0.265  1.0
NGC1365      +03:33.3  -36:08.2  17220.0   4.79  1.0 
PGC1128365   +13:17.8  -01:02.2  17222.2   0.009  1.0
PGC142358    +04:10.4  -35:09.7  17250.0   0.013  1.0
UGC06685     +11:43.5  +55:28.7  17263.9   0.087  1.0
PGC101479    +12:59.2  +34:56.2  17277.8   0.008  1.0
PGC1199069   +12:53.6  +01:34.4  17291.7   0.005  1.0
NGC406       +01:05.7  -70:09.0  17300.0   0.817  1.0
NGC4900      +12:58.2  +02:46.0  17300.0   0.673  1.0
NGC7590      +23:16.2  -42:31.0  17300.0   1.067  1.0
NGC779       +01:57.2  -06:12.0  17300.0   1.570  1.0
UGC7943      +12:44.2  +06:14.0  17300.0   0.169  1.0
UGC8246      +13:07.7  +34:27.0  17300.0   0.185  1.0
ESO386-013   +14:43.0  -33:29.4  17319.4   0.014  1.0
PGC1019695   +02:53.8  -07:23.7  17319.4   0.011  1.0
PGC763795    +03:26.9  -26:47.6  17319.4   0.013  1.0
ESO383-092   +13:50.7  -35:54.9  17333.3   0.081  1.0
PGC101490    +13:14.8  +34:53.0  17333.3   0.012  1.0
NGC4945A     +13:06.5  -49:41.4  17347.2   0.738  1.0
UGC08298     +13:13.3  +10:11.6  17361.1   0.023  1.0
PGC042586    +12:41.6  +12:14.8  17388.9   0.032  1.0
PGC1212399   +12:45.5  +01:59.3  17388.9   0.009  1.0
NGC4457      +12:26.4  +03:51.0  17400.0   1.028  1.0
NGC6207      +16:41.3  +36:56.0  17400.0   1.019  1.0
UGC8280      +13:09.8  +35:56.0  17400.0   0.225  1.0
PGC074033    +01:52.6  -13:34.6  17402.8   0.033  1.0
PGC2452508   +11:47.8  +53:50.8  17402.8   0.003  1.0
IC0610       +10:26.5  +20:13.7  17416.7   0.219  1.0
IC3081       +12:16.1  +12:41.5  17416.7   0.032  1.0
PGC773446    +00:43.1  -25:56.2  17416.7   0.003  1.0
ESO359-031   +04:13.1  -34:25.6  17444.4   0.089  1.0
ESO243-050   +01:10.8  -42:22.5  17458.3   0.014  1.0
PGC022748    +08:06.2  -03:17.0  17458.3   0.105  1.0
ESO421-019   +04:49.1  -29:12.4  17472.2   0.291  1.0
IC2934       +11:34.3  +13:19.3  17472.2   0.044  1.0
ESO223-012   +15:09.5  -52:33.4  17486.1   1.854  1.0
ESO423-002   +05:15.2  -30:31.6  17486.1   0.705  1.0
ESO477-005   +01:48.8  -27:08.4  17486.1   0.099  1.0
PGC767109    +22:41.1  -26:30.3  17486.1   0.003  1.0
NGC1385      +03:35.2  -24:40.0  17500.0   1.271  1.0
NGC4586      +12:35.9  +04:35.0  17500.0   0.724  1.0
NGC6015      +15:50.7  +62:28.0  17500.0   1.629  1.0
NGC613       +01:32.0  -29:40.0  17500.0   2.535  1.0
PGC686530    +02:27.9  -32:45.7  17500.0   0.006  1.0
UGC8285      +13:10.0  +07:27.0  17500.0   0.099  1.0
ESO502-018   +11:07.3  -25:34.4  17513.9   0.010  1.0
PGC002805    +00:47.8  -09:53.9  17513.9   0.449  1.0
PGC690109    +02:27.1  -32:32.7  17513.9   0.014  1.0
ESO293-045   +00:11.4  -41:23.8  17527.8   0.131  1.0
ESO480-020   +03:02.5  -22:48.1  17527.8   0.064  1.0
PGC044460    +12:58.4  -10:34.6  17527.8   0.131  1.0
ESO425-008   +06:06.6  -27:52.7  17541.7   0.011  1.0
IC3322       +12:25.9  +07:33.2  17541.7   0.308  1.0
PGC010768    +02:50.3  +19:06.7  17555.6   0.041  1.0
PGC2567881   +11:40.5  +57:33.6  17555.6   0.003  1.0
UGC06181     +11:07.7  +19:32.9  17555.6   0.035  1.0
ESO288-042   +22:07.8  -43:16.7  17569.4   0.041  1.0
PGC1132599   +12:59.7  -00:52.3  17569.4   0.003  1.0
UGC06390     +11:22.7  +64:04.0  17597.2   0.373  1.0
NGC7582      +23:15.6  -42:39.0  17600.0   1.820  1.0
UGC7332      +12:15.4  +00:43.0  17600.0   0.133  1.0
ESO194-002   +00:18.5  -47:39.3  17611.1   0.013  1.0
ESO419-013   +04:00.7  -30:49.8  17625.0   0.091  1.0
ESO130-012   +12:22.6  -58:37.0  17638.9   0.614  1.0
PGC054411    +15:14.5  -52:59.3  17638.9   3.311  1.0
PGC100033    +11:51.6  -28:47.5  17638.9   0.058  1.0
ESO482-017   +03:37.7  -22:54.5  17652.8   0.084  1.0
PGC141060    +23:03.7  +23:41.1  17652.8   0.013  1.0
PGC044278    +12:57.2  -05:20.8  17666.7   0.221  1.0
NGC1437B     +03:45.9  -36:21.5  17680.6   0.328  1.0
ESO352-067   +01:23.9  -33:48.1  17694.4   0.019  1.0
NGC1325      +03:22.3  -21:41.0  17700.0   0.946  1.0
NGC1325A     +03:22.6  -21:31.0  17700.0   0.215  1.0
NGC1331      +03:24.3  -21:32.0  17700.0   0.105  1.0
NGC1332      +03:24.1  -21:31.0  17700.0   1.660  1.0
NGC1415      +03:38.8  -22:43.0  17700.0   0.535  1.0
UGC8578      +13:33.3  +29:29.0  17700.0   0.041  1.0
UGC9769      +15:10.7  +55:59.0  17700.0   0.102  1.0
ESO297-015   +01:37.9  -40:32.3  17722.2   0.128  1.0
ESO548-011   +03:24.9  -21:47.0  17722.2   0.030  1.0
NGC1367      +03:35.0  -24:56.0  17736.1   1.600  1.0
ESO384-002   +13:51.3  -33:48.5  17750.0   0.655  1.0
NGC5002      +13:10.6  +36:38.0  17750.0   0.102  1.0
PGC125787    +11:53.2  -03:24.5  17750.0   0.008  1.0
PGC2442676   +11:59.9  +53:29.8  17750.0   0.007  1.0
NGC4620      +12:41.9  +12:56.6  17763.9   0.211  1.0
PGC1187621   +12:38.3  +01:12.1  17763.9   0.004  1.0
PGC1266441   +13:57.2  +04:18.4  17763.9   0.006  1.0
NGC4723      +12:51.0  -13:14.2  17777.8   0.092  1.0
PGC2461968   +11:46.2  +54:10.6  17777.8   0.002  1.0
PGC135827    +13:28.1  +02:16.9  17791.7   0.016  1.0
NGC1052      +02:38.6  -08:28.0  17800.0   1.306  1.0
NGC1353      +03:29.9  -20:58.0  17800.0   0.912  1.0
NGC4861      +12:56.7  +35:08.0  17800.0   0.550  1.0
NGC7180      +21:59.5  -20:47.0  17800.0   0.229  1.0
NGC7418      +22:53.8  -37:17.0  17800.0   0.920  1.0
NGC908       +02:20.8  -21:27.0  17800.0   3.251  1.0
ESO292-014   +23:42.5  -44:54.2  17805.6   0.631  1.0
PGC087900    +01:52.7  -14:16.4  17805.6   0.051  1.0
IC0600       +10:17.2  -03:29.8  17819.4   0.236  1.0
IC3499       +12:33.7  +10:59.7  17819.4   0.142  1.0
NGC4722      +12:51.5  -13:19.8  17819.4   0.291  1.0
ESO291-031   +23:34.3  -45:59.8  17833.3   0.030  1.0
PGC041647    +12:32.9  +04:34.6  17833.3   0.077  1.0
PGC757574    +23:16.7  -27:15.7  17833.3   0.002  1.0
PGC013177    +03:33.5  -33:34.3  17847.2   0.051  1.0
PGC669827    +00:33.7  -33:54.7  17847.2   0.004  1.0
UGC03587     +06:53.9  +19:17.9  17847.2   0.319  1.0
PGC044549    +12:59.1  -12:13.6  17861.1   0.023  1.0
PGC046306    +13:17.7  -01:00.1  17861.1   0.011  1.0
PGC1080976   +13:04.7  -02:52.3  17861.1   0.009  1.0
PGC767077    +02:13.0  -26:30.4  17875.0   0.006  1.0
NGC1602      +04:27.9  -55:03.4  17888.9   0.360  1.0
ARAK16       +00:49.0  -01:30.0  17900.0   0.060  1.0
NGC3264      +10:29.2  +56:20.0  17900.0   0.286  1.0
NGC4630      +12:40.0  +04:14.0  17900.0   0.286  1.0
NGC4665      +12:42.6  +03:20.0  17900.0   0.863  1.0
NGC4713      +12:47.5  +05:35.0  17900.0   0.752  1.0
UGC3137      +04:39.4  +76:20.0  17900.0   0.316  1.0
UGC6655      +11:39.2  +16:15.0  17900.0   0.095  1.0
UGC8323      +13:12.5  +35:09.0  17900.0   0.079  1.0
ESO222-012   +14:39.3  -52:13.6  17902.8   0.291  1.0
PGC043769    +12:53.2  +25:16.7  17916.7   0.019  1.0
ESO495-009   +08:21.2  -25:46.4  17930.6   0.254  1.0
ESO534-001   +22:36.1  -26:18.8  17944.4   0.065  1.0
IC3267       +12:24.1  +07:02.5  17944.4   0.116  1.0
IC0549       +09:40.7  +03:57.5  17958.3   0.038  1.0
PGC007045    +01:54.0  -14:15.1  17958.3   0.095  1.0
ESO482-049   +03:52.4  -23:02.6  18000.0   0.103  1.0
PGC1078534   +13:04.5  -02:59.3  18000.0   0.014  1.0
UGC3587      +06:50.9  +19:22.0  18000.0   0.661  1.0
ESO138-014   +17:07.0  -62:04.9  18027.8   0.802  1.0
PGC1200328   +09:09.3  +01:36.8  18027.8   0.007  1.0
UGC09282     +14:28.7  +21:20.5  18027.8   0.062  1.0
ESO548-076   +03:41.5  -19:54.3  18041.7   0.077  1.0
ESO477-012   +01:53.8  -23:06.7  18055.6   0.012  1.0
NGC2822      +09:13.8  -69:38.6  18055.6   1.690  1.0
PGC3097911   +02:41.4  -08:07.6  18055.6   0.024  1.0
IC3908       +12:56.6  -07:33.7  18069.4   0.560  1.0
UGC06923     +11:56.8  +53:09.6  18069.4   0.221  1.0
ESO548-036   +03:33.4  -21:33.8  18083.3   0.075  1.0
NGC0423      +01:11.3  -29:14.0  18083.3   0.107  1.0
NGC5121A     +13:25.5  -37:22.7  18083.3   0.056  1.0
NGC7231      +22:12.5  +45:19.7  18083.3   0.946  1.0
PGC740586    +23:11.8  -28:31.7  18083.3   0.021  1.0
PGC769708    +22:39.8  -26:15.9  18083.3   0.006  1.0
PGC721555    +02:15.4  -30:05.3  18097.2   0.003  1.0
IC5325       +23:26.0  -41:36.0  18100.0   0.673  1.0
NGC1345      +03:27.1  -17:58.0  18100.0   0.129  1.0
T-1652       +13:09.9  +26:57.0  18100.0   0.107  1.0
UGC6251      +11:10.5  +53:52.0  18100.0   0.080  1.0
ESO324-023   +13:27.5  -38:10.6  18111.1   0.705  1.0
ESO430-030   +08:16.5  -28:07.9  18111.1   0.114  1.0
PGC041603    +12:32.6  +10:05.5  18111.1   0.027  1.0
NGC5839      +15:05.4  +01:38.0  18152.8   0.221  1.0
ESO483-008   +04:06.0  -22:37.9  18166.7   0.051  1.0
UGC01862     +02:24.4  -02:09.7  18180.6   0.201  1.0
ESO446-053   +14:21.2  -29:15.8  18194.4   0.310  1.0
ESO571-018   +11:42.8  -19:04.0  18194.4   0.103  1.0
IC0783A      +12:22.3  +15:44.0  18194.4   0.038  1.0
NGC1140      +02:52.2  -10:14.0  18200.0   0.501  1.0
NGC1440      +03:42.8  -18:25.0  18200.0   0.501  1.0
NGC7177      +21:58.3  +17:30.0  18200.0   1.225  1.0
NGC7332      +22:35.0  +23:32.0  18200.0   1.057  1.0
PGC2431790   +11:51.8  +53:06.0  18222.2   0.009  1.0
NGC5042      +13:15.5  -23:59.0  18236.1   1.754  1.0
PGC2445811   +11:08.3  +53:36.4  18250.0   0.003  1.0
IC3665       +12:41.8  +11:29.2  18277.8   0.084  1.0
IC2009       +03:53.6  -48:59.4  18291.7   0.058  1.0
PGC712861    +03:26.2  -30:47.8  18291.7   0.012  1.0
NGC1172      +02:59.3  -15:02.0  18300.0   0.391  1.0
NGC1297      +03:17.0  -19:17.0  18300.0   0.474  1.0
NGC5398      +13:58.5  -32:49.0  18300.0   0.625  1.0
NGC6255      +16:52.9  +36:35.0  18300.0   0.437  1.0
NGC7314      +22:33.0  -26:18.0  18300.0   1.820  1.0
IC2007       +03:55.4  -28:09.5  18305.6   0.244  1.0
NGC3522      +11:06.7  +20:05.1  18319.4   0.169  1.0
PGC776357    +00:31.6  -25:40.1  18319.4   0.003  1.0
IC3096       +12:16.9  +14:30.8  18347.2   0.086  1.0
ESO494-040   +08:17.0  -25:22.2  18361.1   0.161  1.0
NGC1581      +04:24.7  -54:56.5  18361.1   0.200  1.0
PGC093597    +10:51.2  +28:00.4  18388.9   0.020  1.0
PGC1283560   +13:51.7  +05:26.8  18388.9   0.020  1.0
NGC148       +00:31.8  -32:04.0  18400.0   0.322  1.0
NGC178       +00:36.6  -14:27.0  18400.0   0.413  1.0
UGCA31       +02:23.7  -21:39.0  18400.0   0.141  1.0
PGC090975    +10:01.1  +00:54.5  18402.8   0.021  1.0
ESO382-045   +13:20.2  -36:02.7  18416.7   0.331  1.0
IC3446       +12:31.4  +11:29.5  18416.7   0.059  1.0
NGC1485      +04:05.0  +70:59.7  18416.7   1.675  1.0
NGC4316      +12:22.7  +09:19.9  18416.7   0.570  1.0
PGC047826    +13:34.6  +08:47.7  18416.7   0.021  1.0
NGC1469      +04:00.4  +68:34.6  18430.6   1.786  1.0
NGC1380A     +03:36.8  -34:44.3  18444.4   0.261  1.0
NGC1034      +02:38.2  -15:48.5  18458.3   0.116  1.0
NGC4980      +13:09.1  -28:38.5  18458.3   0.398  1.0
PGC2512985   +12:08.2  +55:44.8  18458.3   0.012  1.0
PGC142208    +03:45.1  -44:16.6  18472.2   0.010  1.0
ESO290-039   +23:03.5  -46:01.9  18486.1   0.062  1.0
UGC03516     +06:43.1  +22:52.4  18486.1   0.070  1.0
NGC1022      +02:36.1  -06:53.0  18500.0   0.745  1.0
NGC3930      +11:49.1  +38:17.0  18500.0   0.637  1.0
PGC1189866   +12:44.5  +01:16.5  18500.0   0.013  1.0
ESO271-016   +14:09.5  -47:29.2  18513.9   0.044  1.0
ESO545-040   +02:38.2  -20:10.0  18513.9   0.163  1.0
PGC091882    +00:36.1  -36:37.3  18513.9   0.021  1.0
PGC197984    +22:35.6  -24:38.0  18513.9   0.009  1.0
ESO479-004   +02:26.3  -24:17.5  18527.8   0.787  1.0
ESO548-049   +03:35.5  -21:13.0  18527.8   0.075  1.0
NGC4301      +12:22.4  +04:34.0  18527.8   0.225  1.0
UGC07185     +12:11.4  +02:55.5  18527.8   0.048  1.0
PGC104868    +12:48.8  -11:40.7  18541.7   0.037  1.0
PGC135803    +12:27.7  +01:36.0  18555.6   0.017  1.0
ESO157-044   +04:37.3  -55:55.4  18569.4   0.132  1.0
ESO271-010   +14:00.7  -45:25.0  18569.4   0.718  1.0
ESO293-034   +00:06.3  -41:29.6  18583.3   0.608  1.0
NGC3156      +10:10.1  +03:23.0  18600.0   0.406  1.0
NGC4976      +13:05.7  -49:15.0  18600.0   4.093  1.0
NGC6140      +16:20.5  +65:30.0  18600.0   1.019  1.0
ESO548-028   +03:30.5  -17:56.5  18611.1   0.169  1.0
NGC4411B     +12:26.8  +08:53.0  18638.9   0.334  1.0
ESO413-007   +01:28.0  -29:05.2  18652.8   0.036  1.0
PGC139255    +10:10.5  +22:00.6  18666.7   0.007  1.0
ESO374-008   +09:54.4  -33:07.0  18680.6   0.098  1.0
ESO483-003   +03:58.1  -22:34.0  18680.6   0.097  1.0
IC5267A      +22:55.9  -43:26.0  18694.4   0.347  1.0
PGC1233241   +12:07.6  +02:38.3  18694.4   0.002  1.0
PGC127483    +01:28.3  -65:16.2  18694.4   0.087  1.0
PGC142282    +03:15.7  -38:31.4  18694.4   0.012  1.0
NGC3310      +10:35.7  +53:46.0  18700.0   1.690  1.0
NGC5033      +13:11.2  +36:51.0  18700.0   4.018  1.0
UGC6955      +11:55.8  +38:21.0  18700.0   0.377  1.0
NGC3664A     +11:24.4  +03:13.3  18708.3   0.021  1.0
PGC043178    +12:47.6  -05:52.0  18708.3   0.085  1.0
ESO576-031   +13:19.7  -21:53.9  18722.2   0.138  1.0
NGC3373      +10:48.4  +12:32.0  18722.2   1.282  1.0
PGC166900    +18:29.0  +06:48.4  18722.2   0.215  1.0
ESO502-023   +11:12.2  -24:14.0  18736.1   0.093  1.0
PGC091299    +13:36.0  +08:11.0  18736.1   0.012  1.0
PGC1003250   +02:49.1  -08:28.4  18736.1   0.004  1.0
PGC1137065   +12:05.0  -00:41.5  18736.1   0.008  1.0
ESO240-004   +23:27.8  -51:07.9  18750.0   0.132  1.0
PGC046017    +13:14.2  +39:08.8  18750.0   0.046  1.0
PGC647204    +22:20.1  -35:34.6  18750.0   0.002  1.0
IC1729       +01:47.9  -26:53.5  18763.9   0.205  1.0
PGC2492054   +12:01.8  +55:08.7  18763.9   0.016  1.0
ESO273-011   +14:56.3  -44:50.6  18777.8   0.091  1.0
PGC706380    +03:11.3  -31:20.1  18777.8   0.007  1.0
NGC4497      +12:31.5  +11:37.4  18791.7   0.340  1.0
IC1558       +00:33.4  -25:39.0  18800.0   0.550  1.0
NGC1300      +03:17.5  -19:35.0  18800.0   2.291  1.0
NGC2549      +08:15.0  +57:58.0  18800.0   0.946  1.0
NGC991       +02:33.1  -07:22.0  18800.0   0.724  1.0
UGC10806     +17:17.6  +49:55.0  18800.0   0.316  1.0
UGC11909     +22:04.3  +47:00.0  18800.0   2.421  1.0
PGC135730    +09:54.1  +01:32.3  18805.6   0.001  1.0
IC3602       +12:38.1  +10:04.9  18819.4   0.031  1.0
ESO015-001   +03:43.7  -80:06.3  18833.3   0.124  1.0
PGC029998    +10:16.4  +37:54.7  18833.3   0.017  1.0
PGC1012648   +02:48.7  -07:48.8  18833.3   0.006  1.0
PGC713614    +00:34.4  -30:44.0  18861.1   0.001  1.0
ESO438-010   +11:10.9  -27:53.8  18875.0   0.185  1.0
ESO359-003   +03:52.0  -33:28.0  18888.9   0.223  1.0
NGC5841      +15:06.5  +02:00.2  18888.9   0.086  1.0
NGC3941      +11:50.3  +37:16.0  18900.0   1.528  1.0
NGC6239      +16:48.5  +42:49.0  18900.0   0.570  1.0
UGC4121      +07:54.8  +58:11.0  18900.0   0.109  1.0
UGC05354     +09:58.9  +47:44.2  18902.8   0.105  1.0
UGC09225     +14:24.4  +08:16.5  18902.8   0.025  1.0
ESO324-026   +13:28.3  -38:10.1  18916.7   0.028  1.0
PGC041890    +12:35.0  +09:11.1  18916.7   0.012  1.0
PGC142729    +03:10.9  -21:29.1  18916.7   0.013  1.0
NGC6283      +16:59.4  +49:55.3  18944.4   0.137  1.0
ESO438-005   +11:08.9  -28:22.2  18972.2   0.244  1.0
PGC198630    +23:12.3  -27:40.3  18972.2   0.019  1.0
UGC06940     +11:57.8  +53:14.0  18972.2   0.030  1.0
NGC1087      +02:43.9  -00:43.0  19000.0   1.888  1.0
NGC134       +00:27.9  -33:32.0  19000.0   4.246  1.0
NGC1438      +03:45.2  -23:00.1  19000.0   0.409  1.0
PGC1046766   +10:15.1  -05:17.2  19000.0   0.014  1.0
UGC6448      +11:23.9  +64:25.0  19000.0   0.129  1.0
UGCA6        +00:31.7  -31:03.0  19000.0   0.194  1.0
PGC664824    +23:13.1  -34:15.8  19013.9   0.003  1.0
IC3413       +12:29.3  +11:26.0  19027.8   0.129  1.0
ESO577-027   +13:42.8  -19:34.9  19041.7   0.021  1.0
IC4178       +13:05.6  +36:01.0  19041.7   0.025  1.0
ESO546-033   +02:56.2  -19:39.0  19055.6   0.169  1.0
PGC135466    +22:52.8  -37:20.9  19055.6   0.013  1.0
IC3612       +12:39.1  +14:43.9  19069.4   0.061  1.0
PGC087905    +01:53.9  -13:50.2  19069.4   0.026  1.0
PGC135072    +03:26.5  -21:13.0  19069.4   0.051  1.0
IC3097       +12:17.0  +09:24.4  19083.3   0.044  1.0
ESO347-029   +23:36.4  -38:47.0  19097.2   0.192  1.0
IC3779       +12:47.3  +12:10.0  19097.2   0.050  1.0
NGC4032      +12:00.5  +20:04.4  19097.2   0.479  1.0
NGC1640      +04:40.1  -20:32.0  19100.0   0.603  1.0
NGC216       +00:39.0  -21:19.0  19100.0   0.182  1.0
NGC7343      +22:36.3  +33:49.0  19100.0   0.161  1.0
UGC1839      +02:20.0  -00:51.0  19100.0   0.090  1.0
UGC5612      +10:20.1  +71:08.0  19100.0   0.581  1.0
NGC2559      +08:17.1  -27:27.4  19111.1   4.613  1.0
PGC032346    +10:48.9  +12:11.7  19111.1   0.036  1.0
ESO356-026   +03:00.4  -36:55.2  19125.0   0.161  1.0
NGC4813      +12:56.6  -06:49.0  19138.9   0.167  1.0
PGC058549    +16:35.3  -58:13.1  19138.9   0.879  1.0
ESO502-016   +11:05.2  -26:37.4  19152.8   0.263  1.0
ESO494-007   +07:56.9  -24:54.3  19180.6   1.117  1.0
PGC1249693   +11:24.4  +03:18.8  19194.4   0.015  1.0
PGC694970    +00:33.5  -32:14.2  19194.4   0.005  1.0
PGC747975    +02:28.7  -27:55.6  19194.4   0.008  1.0
NGC150       +00:31.8  -28:04.0  19200.0   1.738  1.0
NGC3359      +10:43.4  +63:30.0  19200.0   2.679  1.0
NGC955       +02:28.0  -01:20.0  19200.0   0.661  1.0
ESO572-007   +11:52.4  -20:06.2  19222.2   0.061  1.0
IC1555       +00:34.5  -30:01.0  19222.2   0.185  1.0
PGC041196    +12:29.6  +03:36.8  19222.2   0.035  1.0
PGC685594    +02:08.9  -32:49.0  19222.2   0.002  1.0
UGC05245     +09:47.5  -02:01.9  19222.2   0.120  1.0
ESO426-025   +06:34.7  -30:58.7  19236.1   0.028  1.0
PGC011677    +03:07.0  -14:00.2  19236.1   0.043  1.0
NGC3592      +11:14.4  +17:15.5  19250.0   0.273  1.0
PGC029756    +10:12.8  +22:43.3  19250.0   0.027  1.0
PGC145186    +03:00.7  -16:07.9  19250.0   0.048  1.0
UGC01038     +01:27.8  +43:15.1  19250.0   0.010  1.0
ESO480-022   +03:02.5  -23:07.7  19263.9   0.039  1.0
PGC059804    +17:13.1  +59:19.4  19263.9   0.026  1.0
NGC3418      +10:51.4  +28:06.7  19277.8   0.142  1.0
UGC04841     +09:14.8  +74:13.9  19277.8   0.344  1.0
ESO411-031   +00:55.7  -30:32.3  19291.7   0.040  1.0
NGC3073      +09:57.5  +55:52.0  19300.0   0.254  1.0
NGC3887      +11:44.6  -16:35.0  19300.0   1.432  1.0
NGC7339      +22:35.4  +23:32.0  19300.0   0.711  1.0
NGC7507      +23:09.4  -28:49.0  19300.0   1.888  1.0
NGC7531      +23:12.0  -43:53.0  19300.0   1.514  1.0
UGC5846      +10:41.2  +60:38.0  19300.0   0.043  1.0
ESO503-007   +11:15.8  -27:06.6  19305.6   0.106  1.0
ESO545-016   +02:26.0  -21:25.2  19319.4   0.134  1.0
PGC027864    +09:44.0  -00:38.5  19319.4   0.030  1.0
IC0783       +12:21.6  +15:44.7  19333.3   0.128  1.0
ESO411-014   +00:47.4  -28:19.1  19347.2   0.044  1.0
PGC021882    +07:49.1  +55:36.2  19361.1   0.110  1.0
PGC467523    +21:34.0  -50:20.1  19361.1   0.010  1.0
PGC104765    +12:21.7  -12:39.9  19375.0   0.012  1.0
ESO157-049   +04:39.6  -53:00.8  19388.9   0.316  1.0
NGC4674      +12:46.0  -08:39.3  19388.9   0.247  1.0
PGC043595    +12:51.7  +26:06.5  19388.9   0.023  1.0
NGC289       +00:50.4  -31:29.0  19400.0   1.472  1.0
NGC6221      +16:48.4  -59:08.0  19400.0   4.055  1.0
UGC5708      +10:28.6  +04:44.0  19400.0   0.308  1.0
